,30k,35k,40k,45k,50k,52k,55k,57k,60k,62k,65k,67k,70k,72k,75k,105k,110k,115k,120k,125k,130k,132k,135k,137k,140k,142k,145k,147k,150k,180k,185k,190k,195k,200k,202k,205k,207k,210k,212k,215k,217k,220k,222k,225k,255k,260k,262k,265k,270k,272k,275k,280k,282k,285k,287k,290k,292k,295k,297k,300k,340k,345k,350k,355k,357k,360k,365k,370k,372k,375k,380k,382k,385k,410k,412k,415k,420k,422k,425k,430k,432k,435k,440k,442k,445k,447k,450k,455k,482k,485k,490k,492k,495k,500k,502k,505k,510k,512k,515k,517k,520k,525k,527k,530k,545k,552k,557k,560k,565k,567k,570k,575k,580k,585k,587k,590k,595k,600k,602k,605k,627k,630k,632k,635k,640k,642k,645k,650k,652k,655k,660k,662k,665k,667k,670k,675k,677k,AVG
Computer Security (Avg: 0.255),0.25,0.28,0.18,0.27,0.28,0.27,0.24,0.24,0.23,0.25,0.27,0.23,0.18,0.26,0.29,0.28,0.19,0.26,0.28,0.27,0.24,0.22,0.31,0.17,0.24,0.25,0.28,0.28,0.25,0.18,0.18,0.29,0.24,0.24,0.3,0.19,0.29,0.18,0.29,0.18,0.24,0.3,0.24,0.29,0.24,0.22,0.29,0.18,0.18,0.3,0.28,0.3,0.3,0.28,0.3,0.22,0.24,0.28,0.29,0.3,0.31,0.26,0.18,0.24,0.24,0.23,0.3,0.21,0.28,0.28,0.26,0.31,0.26,0.24,0.3,0.23,0.23,0.3,0.26,0.24,0.21,0.24,0.27,0.24,0.24,0.24,0.28,0.24,0.18,0.27,0.24,0.24,0.3,0.28,0.27,0.23,0.28,0.23,0.29,0.25,0.28,0.29,0.28,0.3,0.19,0.3,0.26,0.28,0.3,0.23,0.28,0.18,0.31,0.27,0.3,0.28,0.3,0.24,0.32,0.18,0.25,0.28,0.24,0.28,0.3,0.23,0.27,0.28,0.31,0.28,0.21,0.3,0.21,0.24,0.3,0.2,0.18,0.25532846715328467
Marketing (Avg: 0.255),0.23504273504273504,0.25213675213675213,0.19658119658119658,0.26495726495726496,0.28205128205128205,0.3034188034188034,0.2564102564102564,0.2564102564102564,0.24358974358974358,0.2606837606837607,0.24358974358974358,0.25213675213675213,0.19658119658119658,0.2094017094017094,0.2564102564102564,0.2905982905982906,0.2606837606837607,0.24786324786324787,0.2564102564102564,0.2606837606837607,0.2564102564102564,0.2863247863247863,0.26495726495726496,0.20512820512820512,0.2564102564102564,0.21794871794871795,0.2905982905982906,0.2905982905982906,0.21794871794871795,0.19658119658119658,0.19658119658119658,0.2606837606837607,0.23076923076923078,0.24786324786324787,0.2564102564102564,0.20512820512820512,0.2863247863247863,0.19658119658119658,0.3162393162393162,0.19658119658119658,0.2564102564102564,0.2564102564102564,0.2564102564102564,0.28205128205128205,0.2564102564102564,0.16666666666666666,0.26495726495726496,0.19658119658119658,0.19658119658119658,0.2863247863247863,0.2905982905982906,0.2606837606837607,0.2905982905982906,0.2777777777777778,0.2564102564102564,0.2905982905982906,0.28205128205128205,0.28205128205128205,0.2863247863247863,0.2564102564102564,0.2777777777777778,0.2564102564102564,0.23076923076923078,0.2564102564102564,0.2564102564102564,0.2564102564102564,0.2564102564102564,0.23076923076923078,0.2863247863247863,0.2905982905982906,0.24786324786324787,0.2863247863247863,0.2777777777777778,0.2564102564102564,0.2564102564102564,0.19230769230769232,0.2606837606837607,0.2564102564102564,0.2564102564102564,0.24786324786324787,0.23504273504273504,0.2564102564102564,0.2948717948717949,0.2564102564102564,0.2564102564102564,0.2564102564102564,0.28205128205128205,0.2564102564102564,0.19658119658119658,0.27350427350427353,0.2692307692307692,0.2564102564102564,0.2564102564102564,0.2905982905982906,0.2863247863247863,0.23931623931623933,0.2905982905982906,0.3076923076923077,0.28205128205128205,0.24786324786324787,0.2905982905982906,0.2564102564102564,0.2905982905982906,0.25213675213675213,0.2606837606837607,0.23504273504273504,0.28205128205128205,0.2606837606837607,0.3034188034188034,0.23076923076923078,0.19230769230769232,0.20512820512820512,0.2606837606837607,0.27350427350427353,0.24786324786324787,0.2905982905982906,0.2564102564102564,0.24358974358974358,0.25213675213675213,0.20512820512820512,0.2564102564102564,0.2905982905982906,0.2564102564102564,0.2905982905982906,0.2564102564102564,0.2564102564102564,0.2905982905982906,0.2905982905982906,0.2606837606837607,0.2863247863247863,0.2264957264957265,0.24786324786324787,0.18376068376068377,0.2564102564102564,0.2564102564102564,0.26495726495726496,0.19658119658119658,0.25531848524549255
Conceptual Physics (Avg: 0.255),0.2851063829787234,0.18723404255319148,0.20851063829787234,0.23829787234042554,0.26382978723404255,0.25957446808510637,0.32340425531914896,0.32340425531914896,0.32340425531914896,0.32340425531914896,0.2851063829787234,0.2765957446808511,0.20851063829787234,0.23829787234042554,0.20425531914893616,0.26382978723404255,0.2127659574468085,0.2680851063829787,0.2297872340425532,0.3191489361702128,0.32340425531914896,0.2425531914893617,0.20425531914893616,0.20425531914893616,0.32340425531914896,0.32340425531914896,0.26382978723404255,0.26382978723404255,0.225531914893617,0.20851063829787234,0.20851063829787234,0.2765957446808511,0.28936170212765955,0.2851063829787234,0.20425531914893616,0.2297872340425532,0.2723404255319149,0.20851063829787234,0.2553191489361702,0.20425531914893616,0.32340425531914896,0.20425531914893616,0.32340425531914896,0.251063829787234,0.32340425531914896,0.20851063829787234,0.20851063829787234,0.20851063829787234,0.20851063829787234,0.25957446808510637,0.26382978723404255,0.20425531914893616,0.16170212765957448,0.22127659574468084,0.20425531914893616,0.26382978723404255,0.225531914893617,0.25957446808510637,0.25957446808510637,0.20425531914893616,0.2170212765957447,0.32340425531914896,0.2297872340425532,0.32340425531914896,0.32340425531914896,0.3148936170212766,0.19574468085106383,0.2,0.2553191489361702,0.26382978723404255,0.1829787234042553,0.2553191489361702,0.26382978723404255,0.32340425531914896,0.20425531914893616,0.22127659574468084,0.2936170212765957,0.20425531914893616,0.31063829787234043,0.23829787234042554,0.33191489361702126,0.30638297872340425,0.3191489361702128,0.32340425531914896,0.32340425531914896,0.3191489361702128,0.2680851063829787,0.32340425531914896,0.20425531914893616,0.2127659574468085,0.3191489361702128,0.32340425531914896,0.20425531914893616,0.26382978723404255,0.26382978723404255,0.3191489361702128,0.26382978723404255,0.2936170212765957,0.20851063829787234,0.22127659574468084,0.26382978723404255,0.18723404255319148,0.26382978723404255,0.25957446808510637,0.23404255319148937,0.2,0.251063829787234,0.19574468085106383,0.25957446808510637,0.33191489361702126,0.23829787234042554,0.20425531914893616,0.20425531914893616,0.251063829787234,0.2765957446808511,0.26382978723404255,0.20425531914893616,0.3021276595744681,0.2,0.2297872340425532,0.32340425531914896,0.26382978723404255,0.32340425531914896,0.26382978723404255,0.20425531914893616,0.2553191489361702,0.25957446808510637,0.26382978723404255,0.20851063829787234,0.26382978723404255,0.23404255319148937,0.20425531914893616,0.225531914893617,0.3276595744680851,0.20425531914893616,0.2170212765957447,0.251063829787234,0.2548842988041622
Medical Genetics (Avg: 0.255),0.27,0.21,0.25,0.23,0.3,0.29,0.25,0.26,0.26,0.24,0.31,0.26,0.24,0.22,0.2,0.3,0.31,0.25,0.27,0.26,0.26,0.23,0.2,0.23,0.26,0.21,0.3,0.3,0.19,0.24,0.24,0.26,0.29,0.25,0.2,0.25,0.25,0.24,0.3,0.23,0.26,0.2,0.26,0.26,0.26,0.27,0.23,0.24,0.24,0.29,0.3,0.2,0.31,0.24,0.2,0.26,0.2,0.27,0.31,0.2,0.21,0.26,0.3,0.26,0.26,0.26,0.2,0.24,0.31,0.3,0.19,0.28,0.26,0.26,0.21,0.23,0.26,0.2,0.25,0.22,0.26,0.26,0.32,0.26,0.26,0.23,0.31,0.26,0.23,0.32,0.26,0.26,0.2,0.3,0.29,0.29,0.31,0.28,0.26,0.21,0.3,0.2,0.3,0.26,0.28,0.21,0.31,0.22,0.26,0.26,0.27,0.24,0.2,0.28,0.27,0.3,0.2,0.26,0.21,0.27,0.26,0.3,0.26,0.3,0.2,0.24,0.3,0.3,0.2,0.3,0.25,0.19,0.29,0.26,0.2,0.26,0.22,0.2545255474452555
Jurisprudence (Avg: 0.254),0.26851851851851855,0.23148148148148148,0.2222222222222222,0.17592592592592593,0.25925925925925924,0.28703703703703703,0.2962962962962963,0.2962962962962963,0.2962962962962963,0.28703703703703703,0.2777777777777778,0.2222222222222222,0.21296296296296297,0.3148148148148148,0.23148148148148148,0.26851851851851855,0.24074074074074073,0.3055555555555556,0.19444444444444445,0.2962962962962963,0.2962962962962963,0.25925925925925924,0.23148148148148148,0.18518518518518517,0.2962962962962963,0.23148148148148148,0.25925925925925924,0.25925925925925924,0.17592592592592593,0.21296296296296297,0.21296296296296297,0.24074074074074073,0.2777777777777778,0.2962962962962963,0.23148148148148148,0.23148148148148148,0.23148148148148148,0.21296296296296297,0.2777777777777778,0.21296296296296297,0.2962962962962963,0.23148148148148148,0.2962962962962963,0.2777777777777778,0.2962962962962963,0.21296296296296297,0.24074074074074073,0.21296296296296297,0.21296296296296297,0.25925925925925924,0.25925925925925924,0.23148148148148148,0.23148148148148148,0.2777777777777778,0.23148148148148148,0.23148148148148148,0.25925925925925924,0.25925925925925924,0.25,0.23148148148148148,0.2222222222222222,0.2962962962962963,0.21296296296296297,0.2962962962962963,0.2962962962962963,0.2962962962962963,0.2222222222222222,0.2037037037037037,0.26851851851851855,0.25925925925925924,0.25,0.25925925925925924,0.2777777777777778,0.2962962962962963,0.23148148148148148,0.2222222222222222,0.28703703703703703,0.23148148148148148,0.3055555555555556,0.2037037037037037,0.25925925925925924,0.2962962962962963,0.25925925925925924,0.2962962962962963,0.2962962962962963,0.28703703703703703,0.2777777777777778,0.2962962962962963,0.21296296296296297,0.21296296296296297,0.2962962962962963,0.2962962962962963,0.23148148148148148,0.25925925925925924,0.25925925925925924,0.2777777777777778,0.25925925925925924,0.2962962962962963,0.2037037037037037,0.2222222222222222,0.25925925925925924,0.23148148148148148,0.25925925925925924,0.23148148148148148,0.24074074074074073,0.25,0.25,0.2222222222222222,0.26851851851851855,0.3055555555555556,0.26851851851851855,0.21296296296296297,0.23148148148148148,0.2777777777777778,0.2962962962962963,0.25925925925925924,0.23148148148148148,0.25,0.2222222222222222,0.2037037037037037,0.32407407407407407,0.25925925925925924,0.2962962962962963,0.25925925925925924,0.23148148148148148,0.32407407407407407,0.25925925925925924,0.25925925925925924,0.23148148148148148,0.25925925925925924,0.24074074074074073,0.23148148148148148,0.25,0.2962962962962963,0.23148148148148148,0.25925925925925924,0.2222222222222222,0.2544606650446066
World Religions (Avg: 0.254),0.22807017543859648,0.24561403508771928,0.17543859649122806,0.3157894736842105,0.3216374269005848,0.3157894736842105,0.21052631578947367,0.21052631578947367,0.21637426900584794,0.21052631578947367,0.25146198830409355,0.16374269005847952,0.17543859649122806,0.24561403508771928,0.29239766081871343,0.3333333333333333,0.2807017543859649,0.21052631578947367,0.1871345029239766,0.21052631578947367,0.21052631578947367,0.21052631578947367,0.29239766081871343,0.14619883040935672,0.21052631578947367,0.2046783625730994,0.3216374269005848,0.3216374269005848,0.2046783625730994,0.17543859649122806,0.17543859649122806,0.2222222222222222,0.2222222222222222,0.29239766081871343,0.29239766081871343,0.18128654970760233,0.2982456140350877,0.17543859649122806,0.3216374269005848,0.17543859649122806,0.21052631578947367,0.29239766081871343,0.21052631578947367,0.36257309941520466,0.21052631578947367,0.17543859649122806,0.30409356725146197,0.17543859649122806,0.17543859649122806,0.3157894736842105,0.3216374269005848,0.29239766081871343,0.29239766081871343,0.30409356725146197,0.29239766081871343,0.25146198830409355,0.3157894736842105,0.3157894736842105,0.28654970760233917,0.29239766081871343,0.29239766081871343,0.21052631578947367,0.19298245614035087,0.21052631578947367,0.21052631578947367,0.21052631578947367,0.29239766081871343,0.19298245614035087,0.32748538011695905,0.3216374269005848,0.2982456140350877,0.3333333333333333,0.3216374269005848,0.21052631578947367,0.29239766081871343,0.25146198830409355,0.23391812865497075,0.29239766081871343,0.21052631578947367,0.19883040935672514,0.21052631578947367,0.21052631578947367,0.30409356725146197,0.21052631578947367,0.21052631578947367,0.21052631578947367,0.23976608187134502,0.21052631578947367,0.17543859649122806,0.30409356725146197,0.25146198830409355,0.21052631578947367,0.29239766081871343,0.3216374269005848,0.3216374269005848,0.25146198830409355,0.3157894736842105,0.2807017543859649,0.28654970760233917,0.3157894736842105,0.3216374269005848,0.28654970760233917,0.3216374269005848,0.19883040935672514,0.18128654970760233,0.2573099415204678,0.3391812865497076,0.26900584795321636,0.3157894736842105,0.22807017543859648,0.21052631578947367,0.17543859649122806,0.28654970760233917,0.32748538011695905,0.19298245614035087,0.3216374269005848,0.29239766081871343,0.21637426900584794,0.2982456140350877,0.19883040935672514,0.21052631578947367,0.3216374269005848,0.21052631578947367,0.3216374269005848,0.29239766081871343,0.24561403508771928,0.3157894736842105,0.3157894736842105,0.29239766081871343,0.3216374269005848,0.1871345029239766,0.29239766081871343,0.17543859649122806,0.21052631578947367,0.29239766081871343,0.2807017543859649,0.18128654970760233,0.2540231356981261
High School World History (Avg: 0.254),0.20675105485232068,0.26582278481012656,0.20253164556962025,0.270042194092827,0.25738396624472576,0.28270042194092826,0.2616033755274262,0.2616033755274262,0.24472573839662448,0.2616033755274262,0.2616033755274262,0.18143459915611815,0.20253164556962025,0.2742616033755274,0.26582278481012656,0.270042194092827,0.27848101265822783,0.2616033755274262,0.24472573839662448,0.2616033755274262,0.2616033755274262,0.23628691983122363,0.26582278481012656,0.20253164556962025,0.2616033755274262,0.21940928270042195,0.270042194092827,0.270042194092827,0.2320675105485232,0.20253164556962025,0.20253164556962025,0.2616033755274262,0.22362869198312235,0.25738396624472576,0.26582278481012656,0.2489451476793249,0.2616033755274262,0.20253164556962025,0.25738396624472576,0.2109704641350211,0.2616033755274262,0.26582278481012656,0.2616033755274262,0.270042194092827,0.2616033755274262,0.21518987341772153,0.23628691983122363,0.20253164556962025,0.20253164556962025,0.270042194092827,0.270042194092827,0.26582278481012656,0.2869198312236287,0.28270042194092826,0.2616033755274262,0.24050632911392406,0.25738396624472576,0.270042194092827,0.270042194092827,0.26582278481012656,0.26582278481012656,0.2616033755274262,0.22784810126582278,0.2616033755274262,0.2616033755274262,0.2616033755274262,0.26582278481012656,0.20253164556962025,0.270042194092827,0.270042194092827,0.2616033755274262,0.270042194092827,0.28270042194092826,0.2616033755274262,0.26582278481012656,0.24050632911392406,0.2616033755274262,0.26582278481012656,0.2616033755274262,0.24472573839662448,0.2320675105485232,0.2616033755274262,0.27848101265822783,0.2616033755274262,0.2616033755274262,0.25316455696202533,0.270042194092827,0.2616033755274262,0.20253164556962025,0.32489451476793246,0.270042194092827,0.2616033755274262,0.26582278481012656,0.270042194092827,0.270042194092827,0.2616033755274262,0.270042194092827,0.25738396624472576,0.27848101265822783,0.26582278481012656,0.270042194092827,0.26582278481012656,0.270042194092827,0.270042194092827,0.21940928270042195,0.270042194092827,0.270042194092827,0.2616033755274262,0.2742616033755274,0.2616033755274262,0.21940928270042195,0.20253164556962025,0.26582278481012656,0.25738396624472576,0.27848101265822783,0.270042194092827,0.26582278481012656,0.19831223628691982,0.2742616033755274,0.20253164556962025,0.25316455696202533,0.270042194092827,0.2616033755274262,0.270042194092827,0.26582278481012656,0.270042194092827,0.270042194092827,0.270042194092827,0.26582278481012656,0.2742616033755274,0.20253164556962025,0.26582278481012656,0.1940928270042194,0.2616033755274262,0.26582278481012656,0.28270042194092826,0.1940928270042194,0.25399611937540423
Miscellaneous (Avg: 0.254),0.2707535121328225,0.25798212005108556,0.20434227330779056,0.2388250319284802,0.23754789272030652,0.22988505747126436,0.28735632183908044,0.28735632183908044,0.2848020434227331,0.2886334610472541,0.30140485312899107,0.20434227330779056,0.20434227330779056,0.2656449553001277,0.26947637292464877,0.2413793103448276,0.20306513409961685,0.2784163473818646,0.2835249042145594,0.28735632183908044,0.28735632183908044,0.2796934865900383,0.2707535121328225,0.2222222222222222,0.2886334610472541,0.23371647509578544,0.23754789272030652,0.23754789272030652,0.23243933588761176,0.20434227330779056,0.20434227330779056,0.2720306513409962,0.27458492975734355,0.2554278416347382,0.2707535121328225,0.21711366538952745,0.22860791826309068,0.20434227330779056,0.2388250319284802,0.20434227330779056,0.2886334610472541,0.2707535121328225,0.28735632183908044,0.2388250319284802,0.28735632183908044,0.20306513409961685,0.2681992337164751,0.20434227330779056,0.20434227330779056,0.2388250319284802,0.23754789272030652,0.2707535121328225,0.2260536398467433,0.24393358876117496,0.2707535121328225,0.2962962962962963,0.26947637292464877,0.23371647509578544,0.24010217113665389,0.2707535121328225,0.26053639846743293,0.28607918263090676,0.21583652618135377,0.28735632183908044,0.28735632183908044,0.2886334610472541,0.2681992337164751,0.20434227330779056,0.23627075351213284,0.23754789272030652,0.26947637292464877,0.2567049808429119,0.227330779054917,0.28735632183908044,0.2707535121328225,0.22349936143039592,0.22860791826309068,0.26947637292464877,0.28735632183908044,0.2784163473818646,0.2848020434227331,0.28607918263090676,0.24265644955300128,0.28735632183908044,0.28735632183908044,0.28607918263090676,0.23371647509578544,0.28735632183908044,0.20434227330779056,0.2681992337164751,0.2822477650063857,0.28735632183908044,0.2707535121328225,0.23754789272030652,0.23754789272030652,0.27458492975734355,0.22988505747126436,0.2413793103448276,0.27586206896551724,0.26053639846743293,0.23754789272030652,0.2707535121328225,0.23754789272030652,0.22860791826309068,0.1966794380587484,0.2515964240102171,0.22988505747126436,0.26436781609195403,0.23627075351213284,0.2822477650063857,0.26181353767560667,0.20178799489144317,0.26947637292464877,0.26181353767560667,0.3052362707535121,0.23754789272030652,0.2720306513409962,0.2720306513409962,0.27586206896551724,0.20945083014048532,0.2886334610472541,0.23754789272030652,0.28735632183908044,0.23754789272030652,0.2707535121328225,0.2681992337164751,0.2388250319284802,0.23754789272030652,0.26947637292464877,0.2388250319284802,0.2260536398467433,0.2669220945083014,0.22094508301404853,0.28735632183908044,0.2707535121328225,0.23371647509578544,0.21583652618135377,0.2538523925385239
High School Computer Science (Avg: 0.253),0.24,0.28,0.19,0.38,0.24,0.28,0.23,0.23,0.24,0.23,0.24,0.22,0.19,0.24,0.33,0.26,0.19,0.25,0.24,0.21,0.23,0.22,0.33,0.22,0.23,0.15,0.25,0.25,0.2,0.19,0.19,0.22,0.26,0.37,0.33,0.19,0.28,0.19,0.27,0.18,0.23,0.33,0.23,0.25,0.23,0.21,0.31,0.19,0.19,0.25,0.25,0.33,0.19,0.26,0.34,0.32,0.24,0.22,0.26,0.33,0.33,0.25,0.22,0.23,0.23,0.22,0.32,0.21,0.25,0.25,0.28,0.27,0.29,0.23,0.33,0.26,0.24,0.32,0.26,0.31,0.22,0.24,0.31,0.23,0.23,0.23,0.22,0.23,0.2,0.32,0.21,0.23,0.33,0.25,0.25,0.23,0.25,0.19,0.31,0.3,0.25,0.34,0.25,0.15,0.21,0.34,0.23,0.32,0.27,0.24,0.28,0.19,0.33,0.31,0.25,0.25,0.34,0.23,0.33,0.17,0.23,0.25,0.23,0.25,0.33,0.24,0.25,0.25,0.34,0.25,0.2,0.33,0.21,0.23,0.33,0.2,0.18,0.25313868613138685
Econometrics (Avg: 0.252),0.21929824561403508,0.22807017543859648,0.23684210526315788,0.2543859649122807,0.22807017543859648,0.2631578947368421,0.2807017543859649,0.2807017543859649,0.2807017543859649,0.2807017543859649,0.2719298245614035,0.21929824561403508,0.23684210526315788,0.2807017543859649,0.24561403508771928,0.23684210526315788,0.24561403508771928,0.2719298245614035,0.24561403508771928,0.2894736842105263,0.2807017543859649,0.30701754385964913,0.24561403508771928,0.2543859649122807,0.2807017543859649,0.23684210526315788,0.23684210526315788,0.23684210526315788,0.24561403508771928,0.23684210526315788,0.23684210526315788,0.24561403508771928,0.2543859649122807,0.2631578947368421,0.24561403508771928,0.2631578947368421,0.20175438596491227,0.23684210526315788,0.2543859649122807,0.23684210526315788,0.2807017543859649,0.24561403508771928,0.2807017543859649,0.2631578947368421,0.2807017543859649,0.23684210526315788,0.23684210526315788,0.23684210526315788,0.23684210526315788,0.23684210526315788,0.23684210526315788,0.24561403508771928,0.23684210526315788,0.2719298245614035,0.24561403508771928,0.24561403508771928,0.21052631578947367,0.23684210526315788,0.23684210526315788,0.24561403508771928,0.19298245614035087,0.2719298245614035,0.23684210526315788,0.2807017543859649,0.2807017543859649,0.2543859649122807,0.2543859649122807,0.22807017543859648,0.23684210526315788,0.23684210526315788,0.2631578947368421,0.2631578947368421,0.2543859649122807,0.2807017543859649,0.24561403508771928,0.2719298245614035,0.24561403508771928,0.24561403508771928,0.2719298245614035,0.2807017543859649,0.2807017543859649,0.2807017543859649,0.22807017543859648,0.2807017543859649,0.2807017543859649,0.2807017543859649,0.23684210526315788,0.2807017543859649,0.24561403508771928,0.22807017543859648,0.2543859649122807,0.2807017543859649,0.24561403508771928,0.23684210526315788,0.22807017543859648,0.2982456140350877,0.21929824561403508,0.24561403508771928,0.23684210526315788,0.22807017543859648,0.23684210526315788,0.22807017543859648,0.23684210526315788,0.19298245614035087,0.2631578947368421,0.2807017543859649,0.20175438596491227,0.2543859649122807,0.22807017543859648,0.2631578947368421,0.2719298245614035,0.24561403508771928,0.24561403508771928,0.2543859649122807,0.2894736842105263,0.23684210526315788,0.24561403508771928,0.2631578947368421,0.2719298245614035,0.24561403508771928,0.2807017543859649,0.23684210526315788,0.2807017543859649,0.23684210526315788,0.24561403508771928,0.2807017543859649,0.22807017543859648,0.23684210526315788,0.2543859649122807,0.23684210526315788,0.30701754385964913,0.2631578947368421,0.23684210526315788,0.2807017543859649,0.24561403508771928,0.24561403508771928,0.2719298245614035,0.2522730183122039
Moral Disputes (Avg: 0.252),0.2138728323699422,0.2947976878612717,0.2138728323699422,0.2832369942196532,0.24855491329479767,0.24277456647398843,0.24855491329479767,0.24566473988439305,0.25722543352601157,0.2543352601156069,0.24566473988439305,0.21965317919075145,0.2138728323699422,0.26878612716763006,0.29190751445086704,0.24855491329479767,0.26011560693641617,0.2398843930635838,0.2658959537572254,0.24855491329479767,0.24566473988439305,0.27167630057803466,0.28901734104046245,0.20809248554913296,0.24566473988439305,0.2630057803468208,0.24855491329479767,0.24855491329479767,0.21676300578034682,0.2138728323699422,0.2138728323699422,0.24277456647398843,0.23121387283236994,0.23699421965317918,0.29190751445086704,0.2398843930635838,0.32947976878612717,0.2138728323699422,0.25722543352601157,0.21965317919075145,0.24855491329479767,0.29190751445086704,0.24566473988439305,0.2832369942196532,0.24566473988439305,0.26011560693641617,0.27167630057803466,0.2138728323699422,0.2138728323699422,0.2398843930635838,0.24855491329479767,0.29190751445086704,0.2398843930635838,0.24855491329479767,0.2947976878612717,0.21965317919075145,0.25722543352601157,0.2514450867052023,0.2398843930635838,0.29190751445086704,0.29190751445086704,0.2543352601156069,0.2254335260115607,0.24566473988439305,0.24855491329479767,0.24855491329479767,0.29190751445086704,0.21676300578034682,0.24566473988439305,0.24855491329479767,0.28034682080924855,0.24855491329479767,0.2514450867052023,0.24566473988439305,0.29190751445086704,0.2138728323699422,0.24277456647398843,0.2861271676300578,0.24566473988439305,0.21676300578034682,0.24566473988439305,0.24566473988439305,0.21965317919075145,0.24566473988439305,0.24566473988439305,0.2398843930635838,0.24566473988439305,0.24566473988439305,0.2138728323699422,0.2658959537572254,0.24855491329479767,0.24566473988439305,0.29190751445086704,0.24855491329479767,0.25722543352601157,0.21965317919075145,0.24855491329479767,0.2254335260115607,0.24277456647398843,0.2861271676300578,0.24855491329479767,0.2861271676300578,0.24855491329479767,0.24566473988439305,0.2398843930635838,0.2861271676300578,0.2398843930635838,0.28034682080924855,0.23410404624277456,0.24277456647398843,0.25722543352601157,0.21676300578034682,0.28901734104046245,0.24566473988439305,0.2774566473988439,0.24855491329479767,0.29190751445086704,0.2658959537572254,0.26878612716763006,0.2254335260115607,0.24566473988439305,0.24855491329479767,0.24566473988439305,0.24855491329479767,0.29190751445086704,0.26011560693641617,0.24855491329479767,0.24855491329479767,0.2947976878612717,0.24566473988439305,0.23410404624277456,0.29190751445086704,0.21676300578034682,0.24566473988439305,0.29190751445086704,0.27167630057803466,0.1907514450867052,0.2515294713303236
Prehistory (Avg: 0.251),0.2345679012345679,0.2839506172839506,0.22530864197530864,0.25308641975308643,0.21296296296296297,0.21604938271604937,0.2654320987654321,0.2654320987654321,0.2623456790123457,0.2654320987654321,0.24691358024691357,0.2654320987654321,0.22530864197530864,0.2623456790123457,0.2932098765432099,0.2222222222222222,0.2037037037037037,0.26851851851851855,0.2808641975308642,0.2716049382716049,0.2654320987654321,0.25617283950617287,0.2962962962962963,0.22530864197530864,0.2654320987654321,0.24382716049382716,0.21604938271604937,0.21604938271604937,0.2191358024691358,0.22530864197530864,0.22530864197530864,0.2808641975308642,0.25308641975308643,0.2839506172839506,0.2932098765432099,0.20679012345679013,0.25925925925925924,0.22530864197530864,0.23148148148148148,0.2345679012345679,0.2654320987654321,0.2932098765432099,0.2654320987654321,0.21296296296296297,0.2654320987654321,0.24691358024691357,0.29012345679012347,0.22530864197530864,0.22530864197530864,0.21604938271604937,0.21604938271604937,0.2932098765432099,0.2191358024691358,0.2191358024691358,0.2932098765432099,0.25308641975308643,0.2839506172839506,0.21604938271604937,0.2191358024691358,0.2932098765432099,0.2839506172839506,0.2716049382716049,0.22839506172839505,0.2654320987654321,0.2654320987654321,0.2654320987654321,0.29012345679012347,0.2222222222222222,0.21604938271604937,0.21604938271604937,0.2839506172839506,0.2191358024691358,0.24074074074074073,0.2654320987654321,0.2932098765432099,0.23148148148148148,0.22530864197530864,0.29012345679012347,0.2623456790123457,0.28703703703703703,0.25308641975308643,0.26851851851851855,0.21296296296296297,0.2654320987654321,0.2654320987654321,0.2654320987654321,0.2222222222222222,0.2654320987654321,0.22530864197530864,0.2716049382716049,0.25925925925925924,0.2654320987654321,0.2932098765432099,0.21604938271604937,0.21604938271604937,0.2654320987654321,0.21296296296296297,0.24691358024691357,0.2808641975308642,0.28703703703703703,0.21604938271604937,0.27469135802469136,0.21604938271604937,0.2037037037037037,0.25308641975308643,0.2777777777777778,0.22839506172839505,0.2993827160493827,0.22530864197530864,0.26851851851851855,0.23765432098765432,0.22530864197530864,0.29012345679012347,0.25308641975308643,0.26851851851851855,0.21604938271604937,0.2932098765432099,0.27469135802469136,0.28703703703703703,0.2191358024691358,0.2654320987654321,0.21604938271604937,0.2654320987654321,0.21604938271604937,0.2932098765432099,0.2654320987654321,0.21604938271604937,0.2191358024691358,0.29012345679012347,0.21604938271604937,0.25308641975308643,0.2932098765432099,0.22839506172839505,0.2654320987654321,0.2932098765432099,0.24382716049382716,0.24382716049382716,0.25148688834820226
