,25k,30k,35k,40k,45k,50k,52k,55k,57k,60k,62k,65k,67k,70k,72k,75k,77k,80k,82k,85k,87k,90k,115k,120k,125k,130k,135k,140k,142k,145k,147k,150k,152k,155k,157k,160k,162k,190k,195k,200k,205k,207k,210k,212k,215k,217k,220k,222k,225k,227k,230k,232k,235k,237k,250k,255k,260k,265k,267k,270k,275k,277k,280k,282k,285k,287k,290k,292k,295k,297k,310k,315k,320k,322k,325k,327k,330k,332k,335k,337k,340k,342k,345k,347k,350k,352k,355k,360k,365k,370k,375k,377k,380k,382k,385k,387k,390k,392k,395k,400k,402k,405k,410k,420k,425k,430k,435k,437k,440k,445k,447k,AVG
Jurisprudence (Avg: 0.249),0.21296296296296297,0.25925925925925924,0.23148148148148148,0.2222222222222222,0.21296296296296297,0.24074074074074073,0.23148148148148148,0.23148148148148148,0.21296296296296297,0.25925925925925924,0.2777777777777778,0.2962962962962963,0.2037037037037037,0.23148148148148148,0.21296296296296297,0.21296296296296297,0.21296296296296297,0.2037037037037037,0.24074074074074073,0.21296296296296297,0.2777777777777778,0.21296296296296297,0.2962962962962963,0.25925925925925924,0.23148148148148148,0.2962962962962963,0.2222222222222222,0.3055555555555556,0.2962962962962963,0.25925925925925924,0.3333333333333333,0.2962962962962963,0.25925925925925924,0.23148148148148148,0.25925925925925924,0.2962962962962963,0.23148148148148148,0.19444444444444445,0.2037037037037037,0.21296296296296297,0.21296296296296297,0.21296296296296297,0.25925925925925924,0.25,0.2777777777777778,0.26851851851851855,0.25925925925925924,0.23148148148148148,0.23148148148148148,0.23148148148148148,0.25925925925925924,0.2962962962962963,0.25,0.21296296296296297,0.25925925925925924,0.3425925925925926,0.23148148148148148,0.21296296296296297,0.25925925925925924,0.2962962962962963,0.2037037037037037,0.2037037037037037,0.2222222222222222,0.21296296296296297,0.23148148148148148,0.23148148148148148,0.2962962962962963,0.25925925925925924,0.2962962962962963,0.25925925925925924,0.23148148148148148,0.2222222222222222,0.2777777777777778,0.25925925925925924,0.21296296296296297,0.25925925925925924,0.23148148148148148,0.24074074074074073,0.2962962962962963,0.26851851851851855,0.26851851851851855,0.24074074074074073,0.25,0.25925925925925924,0.25925925925925924,0.2962962962962963,0.23148148148148148,0.25925925925925924,0.23148148148148148,0.19444444444444445,0.23148148148148148,0.3333333333333333,0.25,0.2962962962962963,0.21296296296296297,0.21296296296296297,0.21296296296296297,0.2222222222222222,0.21296296296296297,0.3055555555555556,0.23148148148148148,0.26851851851851855,0.25925925925925924,0.2962962962962963,0.23148148148148148,0.28703703703703703,0.24074074074074073,0.23148148148148148,0.2962962962962963,0.25,0.25925925925925924,0.2486653319986653
Professional Law (Avg: 0.248),0.24445893089960888,0.2457627118644068,0.2588005215123859,0.26727509778357234,0.2438070404172099,0.25684485006518903,0.27053455019556716,0.27053455019556716,0.24445893089960888,0.22359843546284225,0.23728813559322035,0.2392438070404172,0.2457627118644068,0.24445893089960888,0.24445893089960888,0.2438070404172099,0.24445893089960888,0.2685788787483703,0.2633637548891786,0.23989569752281617,0.2183833116036506,0.24445893089960888,0.2392438070404172,0.24445893089960888,0.27053455019556716,0.2392438070404172,0.25684485006518903,0.26792698826597133,0.23859191655801826,0.2457627118644068,0.24119947848761408,0.24119947848761408,0.2457627118644068,0.2529335071707953,0.2457627118644068,0.2392438070404172,0.258148631029987,0.24185136897001303,0.24445893089960888,0.24315514993481094,0.24445893089960888,0.24445893089960888,0.2516297262059974,0.24445893089960888,0.23989569752281617,0.23663624511082137,0.2457627118644068,0.23533246414602346,0.27053455019556716,0.2588005215123859,0.2405475880052151,0.2392438070404172,0.27183833116036504,0.23598435462842243,0.2457627118644068,0.23663624511082137,0.27053455019556716,0.2333767926988266,0.24641460234680573,0.2392438070404172,0.24185136897001303,0.24445893089960888,0.24967405475880053,0.24445893089960888,0.2542372881355932,0.26727509778357234,0.2392438070404172,0.2457627118644068,0.24902216427640156,0.2470664928292047,0.2392438070404172,0.26010430247718386,0.2470664928292047,0.2457627118644068,0.24511082138200782,0.2457627118644068,0.2711864406779661,0.2666232073011734,0.2392438070404172,0.2529335071707953,0.26010430247718386,0.26792698826597133,0.24511082138200782,0.2457627118644068,0.2457627118644068,0.2379400260756193,0.23076923076923078,0.2457627118644068,0.2692307692307692,0.24641460234680573,0.27053455019556716,0.2333767926988266,0.2457627118644068,0.2405475880052151,0.24511082138200782,0.24445893089960888,0.24119947848761408,0.24641460234680573,0.24445893089960888,0.2457627118644068,0.27053455019556716,0.26988265971316816,0.2457627118644068,0.23859191655801826,0.27053455019556716,0.2242503259452412,0.24445893089960888,0.26792698826597133,0.2392438070404172,0.26401564537157757,0.2457627118644068,0.24844662132797726
Electrical Engineering (Avg: 0.248),0.2413793103448276,0.2413793103448276,0.296551724137931,0.30344827586206896,0.2413793103448276,0.32413793103448274,0.296551724137931,0.296551724137931,0.2413793103448276,0.2,0.22758620689655173,0.2206896551724138,0.23448275862068965,0.2482758620689655,0.2413793103448276,0.2482758620689655,0.2413793103448276,0.2896551724137931,0.30344827586206896,0.2482758620689655,0.27586206896551724,0.2413793103448276,0.2206896551724138,0.20689655172413793,0.296551724137931,0.2206896551724138,0.25517241379310346,0.20689655172413793,0.2206896551724138,0.2413793103448276,0.21379310344827587,0.2206896551724138,0.2482758620689655,0.23448275862068965,0.2413793103448276,0.2206896551724138,0.22758620689655173,0.21379310344827587,0.22758620689655173,0.2206896551724138,0.2413793103448276,0.2413793103448276,0.2413793103448276,0.22758620689655173,0.22758620689655173,0.23448275862068965,0.22758620689655173,0.2206896551724138,0.296551724137931,0.31724137931034485,0.2413793103448276,0.2206896551724138,0.2689655172413793,0.21379310344827587,0.2413793103448276,0.18620689655172415,0.296551724137931,0.23448275862068965,0.2413793103448276,0.2206896551724138,0.2482758620689655,0.2482758620689655,0.2,0.2413793103448276,0.31724137931034485,0.2620689655172414,0.2206896551724138,0.2413793103448276,0.2827586206896552,0.2413793103448276,0.21379310344827587,0.3310344827586207,0.2206896551724138,0.2413793103448276,0.22758620689655173,0.2413793103448276,0.30344827586206896,0.30344827586206896,0.2206896551724138,0.2482758620689655,0.25517241379310346,0.3310344827586207,0.2620689655172414,0.2482758620689655,0.2413793103448276,0.2206896551724138,0.2620689655172414,0.2413793103448276,0.22758620689655173,0.21379310344827587,0.296551724137931,0.22758620689655173,0.2413793103448276,0.19310344827586207,0.23448275862068965,0.2413793103448276,0.2482758620689655,0.2206896551724138,0.2413793103448276,0.23448275862068965,0.296551724137931,0.3448275862068966,0.2413793103448276,0.22758620689655173,0.296551724137931,0.2896551724137931,0.2620689655172414,0.2689655172413793,0.2206896551724138,0.25517241379310346,0.2413793103448276,0.2483379931655794
Professional Psychology (Avg: 0.248),0.2173202614379085,0.25,0.2875816993464052,0.2761437908496732,0.2173202614379085,0.28431372549019607,0.2761437908496732,0.2761437908496732,0.2173202614379085,0.23202614379084968,0.2630718954248366,0.2565359477124183,0.22058823529411764,0.20588235294117646,0.2173202614379085,0.2173202614379085,0.2173202614379085,0.2565359477124183,0.2696078431372549,0.23039215686274508,0.24673202614379086,0.2173202614379085,0.2565359477124183,0.2549019607843137,0.2761437908496732,0.2565359477124183,0.22549019607843138,0.272875816993464,0.2565359477124183,0.25163398692810457,0.2647058823529412,0.2565359477124183,0.25326797385620914,0.2222222222222222,0.25,0.2565359477124183,0.21241830065359477,0.24509803921568626,0.20915032679738563,0.2107843137254902,0.2173202614379085,0.2173202614379085,0.21568627450980393,0.28104575163398693,0.2647058823529412,0.22549019607843138,0.2908496732026144,0.25163398692810457,0.2761437908496732,0.25,0.21405228758169934,0.2565359477124183,0.2696078431372549,0.28431372549019607,0.25,0.24836601307189543,0.2761437908496732,0.25163398692810457,0.25,0.2565359477124183,0.2434640522875817,0.21895424836601307,0.21241830065359477,0.2173202614379085,0.25980392156862747,0.25980392156862747,0.2565359477124183,0.25,0.24836601307189543,0.24509803921568626,0.26633986928104575,0.2777777777777778,0.24673202614379086,0.25,0.21405228758169934,0.25,0.2647058823529412,0.27124183006535946,0.2565359477124183,0.28594771241830064,0.238562091503268,0.272875816993464,0.2549019607843137,0.25,0.2679738562091503,0.25980392156862747,0.238562091503268,0.25,0.2434640522875817,0.2630718954248366,0.2761437908496732,0.26143790849673204,0.25,0.2434640522875817,0.21405228758169934,0.2173202614379085,0.21405228758169934,0.21895424836601307,0.2173202614379085,0.24019607843137256,0.2761437908496732,0.27941176470588236,0.25,0.25980392156862747,0.27450980392156865,0.2549019607843137,0.20751633986928106,0.25163398692810457,0.2565359477124183,0.28594771241830064,0.25,0.2483365718659836
High School World History (Avg: 0.248),0.20253164556962025,0.270042194092827,0.26582278481012656,0.26582278481012656,0.20253164556962025,0.24050632911392406,0.26582278481012656,0.26582278481012656,0.20253164556962025,0.22784810126582278,0.2616033755274262,0.2616033755274262,0.20253164556962025,0.19831223628691982,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.26582278481012656,0.26582278481012656,0.20253164556962025,0.270042194092827,0.20253164556962025,0.2616033755274262,0.270042194092827,0.26582278481012656,0.2616033755274262,0.24050632911392406,0.2489451476793249,0.25316455696202533,0.26582278481012656,0.24472573839662448,0.2616033755274262,0.270042194092827,0.24472573839662448,0.270042194092827,0.2616033755274262,0.270042194092827,0.2109704641350211,0.20253164556962025,0.18143459915611815,0.20253164556962025,0.20253164556962025,0.2911392405063291,0.25316455696202533,0.26582278481012656,0.2869198312236287,0.26582278481012656,0.24472573839662448,0.26582278481012656,0.20675105485232068,0.20253164556962025,0.2616033755274262,0.2616033755274262,0.24472573839662448,0.270042194092827,0.22784810126582278,0.26582278481012656,0.2489451476793249,0.270042194092827,0.2616033755274262,0.1940928270042194,0.20253164556962025,0.2616033755274262,0.20253164556962025,0.24050632911392406,0.2742616033755274,0.2616033755274262,0.270042194092827,0.25738396624472576,0.270042194092827,0.2742616033755274,0.2742616033755274,0.2742616033755274,0.270042194092827,0.20253164556962025,0.270042194092827,0.26582278481012656,0.25316455696202533,0.2616033755274262,0.2742616033755274,0.2742616033755274,0.26582278481012656,0.29535864978902954,0.270042194092827,0.27848101265822783,0.2616033755274262,0.24050632911392406,0.270042194092827,0.25738396624472576,0.2616033755274262,0.26582278481012656,0.2616033755274262,0.270042194092827,0.2616033755274262,0.20253164556962025,0.20253164556962025,0.18565400843881857,0.20253164556962025,0.20253164556962025,0.27848101265822783,0.26582278481012656,0.26582278481012656,0.270042194092827,0.2616033755274262,0.26582278481012656,0.25316455696202533,0.20253164556962025,0.2616033755274262,0.2616033755274262,0.27848101265822783,0.270042194092827,0.24822290645075457
Moral Disputes (Avg: 0.248),0.2138728323699422,0.24855491329479767,0.2861271676300578,0.29190751445086704,0.21676300578034682,0.2947976878612717,0.29190751445086704,0.29190751445086704,0.2138728323699422,0.24277456647398843,0.2543352601156069,0.24566473988439305,0.21098265895953758,0.22254335260115607,0.2138728323699422,0.2138728323699422,0.2138728323699422,0.29190751445086704,0.29190751445086704,0.24277456647398843,0.2398843930635838,0.2138728323699422,0.24566473988439305,0.2630057803468208,0.29190751445086704,0.24566473988439305,0.20520231213872833,0.24855491329479767,0.24566473988439305,0.24855491329479767,0.24566473988439305,0.24566473988439305,0.24855491329479767,0.20809248554913296,0.24855491329479767,0.24566473988439305,0.24277456647398843,0.22832369942196531,0.20809248554913296,0.2023121387283237,0.2138728323699422,0.2138728323699422,0.24566473988439305,0.24855491329479767,0.28034682080924855,0.2138728323699422,0.2774566473988439,0.2658959537572254,0.29190751445086704,0.2774566473988439,0.2254335260115607,0.24566473988439305,0.2861271676300578,0.2398843930635838,0.24855491329479767,0.2398843930635838,0.29190751445086704,0.27167630057803466,0.24855491329479767,0.24566473988439305,0.23121387283236994,0.2138728323699422,0.2254335260115607,0.2138728323699422,0.26878612716763006,0.2630057803468208,0.24566473988439305,0.24855491329479767,0.2658959537572254,0.25722543352601157,0.26011560693641617,0.2947976878612717,0.2514450867052023,0.24855491329479767,0.21098265895953758,0.24855491329479767,0.2947976878612717,0.28901734104046245,0.24566473988439305,0.2254335260115607,0.2138728323699422,0.26878612716763006,0.25722543352601157,0.24855491329479767,0.26878612716763006,0.2514450867052023,0.20809248554913296,0.24855491329479767,0.21965317919075145,0.26011560693641617,0.29190751445086704,0.25722543352601157,0.24855491329479767,0.24855491329479767,0.21098265895953758,0.2138728323699422,0.22254335260115607,0.21676300578034682,0.21098265895953758,0.23699421965317918,0.29190751445086704,0.29190751445086704,0.24855491329479767,0.24566473988439305,0.29190751445086704,0.2630057803468208,0.22254335260115607,0.26011560693641617,0.24566473988439305,0.2861271676300578,0.24855491329479767,0.24811227412383477
Prehistory (Avg: 0.248),0.22530864197530864,0.21604938271604937,0.29012345679012347,0.28703703703703703,0.22530864197530864,0.3117283950617284,0.2932098765432099,0.2932098765432099,0.22530864197530864,0.21604938271604937,0.2716049382716049,0.2654320987654321,0.2222222222222222,0.2345679012345679,0.22530864197530864,0.2222222222222222,0.22839506172839505,0.2932098765432099,0.29012345679012347,0.19135802469135801,0.2345679012345679,0.22530864197530864,0.2654320987654321,0.2037037037037037,0.2962962962962963,0.2654320987654321,0.24074074074074073,0.2777777777777778,0.2654320987654321,0.2191358024691358,0.2654320987654321,0.2623456790123457,0.21604938271604937,0.20987654320987653,0.21604938271604937,0.2654320987654321,0.2222222222222222,0.24074074074074073,0.2191358024691358,0.2345679012345679,0.22530864197530864,0.22530864197530864,0.24691358024691357,0.28703703703703703,0.23765432098765432,0.20987654320987653,0.25617283950617287,0.24074074074074073,0.2932098765432099,0.2654320987654321,0.21296296296296297,0.2654320987654321,0.2962962962962963,0.28703703703703703,0.21604938271604937,0.24074074074074073,0.2932098765432099,0.20679012345679013,0.21604938271604937,0.2654320987654321,0.2839506172839506,0.22839506172839505,0.22839506172839505,0.22530864197530864,0.30246913580246915,0.2654320987654321,0.2654320987654321,0.21604938271604937,0.24691358024691357,0.2191358024691358,0.25925925925925924,0.26851851851851855,0.2222222222222222,0.21604938271604937,0.22530864197530864,0.21604938271604937,0.2962962962962963,0.2932098765432099,0.2654320987654321,0.2716049382716049,0.24691358024691357,0.30246913580246915,0.25,0.21604938271604937,0.20679012345679013,0.26851851851851855,0.25308641975308643,0.21604938271604937,0.21296296296296297,0.25,0.2932098765432099,0.21604938271604937,0.21604938271604937,0.25617283950617287,0.23148148148148148,0.22530864197530864,0.23148148148148148,0.22839506172839505,0.22530864197530864,0.22530864197530864,0.2932098765432099,0.2777777777777778,0.21604938271604937,0.2654320987654321,0.2932098765432099,0.2932098765432099,0.23148148148148148,0.2222222222222222,0.2654320987654321,0.2932098765432099,0.21604938271604937,0.24788677566455344
Abstract Algebra (Avg: 0.247),0.21,0.22,0.3,0.31,0.21,0.29,0.31,0.31,0.21,0.21,0.26,0.26,0.21,0.2,0.21,0.21,0.21,0.29,0.31,0.27,0.22,0.21,0.26,0.21,0.31,0.26,0.23,0.26,0.26,0.22,0.29,0.26,0.22,0.22,0.22,0.26,0.2,0.22,0.17,0.21,0.21,0.21,0.18,0.27,0.24,0.22,0.33,0.22,0.31,0.24,0.23,0.26,0.28,0.24,0.22,0.28,0.31,0.25,0.22,0.26,0.22,0.21,0.2,0.21,0.27,0.26,0.26,0.22,0.26,0.22,0.32,0.29,0.2,0.22,0.22,0.22,0.27,0.31,0.26,0.32,0.22,0.32,0.31,0.22,0.24,0.25,0.27,0.22,0.21,0.24,0.31,0.23,0.22,0.24,0.23,0.21,0.21,0.22,0.21,0.29,0.31,0.3,0.22,0.28,0.31,0.23,0.22,0.25,0.26,0.33,0.22,0.24738738738738736
Machine Learning (Avg: 0.247),0.16071428571428573,0.3125,0.26785714285714285,0.25,0.16071428571428573,0.3125,0.24107142857142858,0.24107142857142858,0.16071428571428573,0.21428571428571427,0.2767857142857143,0.2857142857142857,0.16071428571428573,0.16071428571428573,0.16071428571428573,0.16071428571428573,0.16071428571428573,0.20535714285714285,0.24107142857142858,0.16964285714285715,0.26785714285714285,0.16071428571428573,0.2857142857142857,0.4017857142857143,0.24107142857142858,0.2857142857142857,0.19642857142857142,0.29464285714285715,0.2767857142857143,0.3125,0.30357142857142855,0.2857142857142857,0.32142857142857145,0.22321428571428573,0.3125,0.2857142857142857,0.20535714285714285,0.19642857142857142,0.20535714285714285,0.16071428571428573,0.16071428571428573,0.16071428571428573,0.20535714285714285,0.30357142857142855,0.26785714285714285,0.19642857142857142,0.3125,0.29464285714285715,0.23214285714285715,0.16071428571428573,0.16964285714285715,0.2857142857142857,0.23214285714285715,0.2857142857142857,0.3125,0.20535714285714285,0.24107142857142858,0.26785714285714285,0.3125,0.2857142857142857,0.16071428571428573,0.16071428571428573,0.22321428571428573,0.16071428571428573,0.30357142857142855,0.2767857142857143,0.2857142857142857,0.3125,0.25892857142857145,0.3125,0.25,0.21428571428571427,0.2857142857142857,0.3125,0.17857142857142858,0.3125,0.26785714285714285,0.22321428571428573,0.2857142857142857,0.21428571428571427,0.24107142857142858,0.23214285714285715,0.30357142857142855,0.3125,0.30357142857142855,0.2767857142857143,0.16071428571428573,0.3125,0.25,0.23214285714285715,0.24107142857142858,0.32142857142857145,0.3125,0.35714285714285715,0.16071428571428573,0.16071428571428573,0.16071428571428573,0.16964285714285715,0.16071428571428573,0.3482142857142857,0.24107142857142858,0.24107142857142858,0.3125,0.2857142857142857,0.24107142857142858,0.3392857142857143,0.16964285714285715,0.32142857142857145,0.2857142857142857,0.25892857142857145,0.3125,0.2472651222651223
High School Computer Science (Avg: 0.247),0.19,0.25,0.33,0.32,0.19,0.33,0.33,0.33,0.19,0.23,0.24,0.23,0.19,0.19,0.19,0.18,0.19,0.34,0.33,0.21,0.24,0.19,0.23,0.25,0.33,0.23,0.2,0.26,0.23,0.28,0.24,0.23,0.25,0.27,0.25,0.23,0.21,0.26,0.2,0.2,0.19,0.19,0.16,0.28,0.25,0.25,0.3,0.22,0.33,0.25,0.24,0.23,0.28,0.26,0.25,0.19,0.33,0.26,0.26,0.23,0.21,0.2,0.19,0.19,0.28,0.29,0.23,0.25,0.29,0.26,0.2,0.29,0.23,0.25,0.19,0.25,0.33,0.31,0.23,0.26,0.21,0.32,0.25,0.25,0.26,0.21,0.22,0.25,0.24,0.26,0.33,0.23,0.24,0.24,0.23,0.19,0.2,0.19,0.19,0.21,0.33,0.32,0.25,0.22,0.33,0.25,0.25,0.27,0.23,0.32,0.25,0.24666666666666665
Marketing (Avg: 0.246),0.19658119658119658,0.2905982905982906,0.24358974358974358,0.24786324786324787,0.19658119658119658,0.25213675213675213,0.2564102564102564,0.2564102564102564,0.19658119658119658,0.25213675213675213,0.25213675213675213,0.2564102564102564,0.18803418803418803,0.19230769230769232,0.19658119658119658,0.19230769230769232,0.19658119658119658,0.2606837606837607,0.24786324786324787,0.2094017094017094,0.26495726495726496,0.19658119658119658,0.2564102564102564,0.25213675213675213,0.2564102564102564,0.2564102564102564,0.21367521367521367,0.2564102564102564,0.2564102564102564,0.2863247863247863,0.2264957264957265,0.2564102564102564,0.2905982905982906,0.20512820512820512,0.2905982905982906,0.2564102564102564,0.2094017094017094,0.20512820512820512,0.20512820512820512,0.18376068376068377,0.19658119658119658,0.19658119658119658,0.2222222222222222,0.23931623931623933,0.25213675213675213,0.26495726495726496,0.2606837606837607,0.3076923076923077,0.2564102564102564,0.21794871794871795,0.2094017094017094,0.2564102564102564,0.2564102564102564,0.2777777777777778,0.2905982905982906,0.27350427350427353,0.2564102564102564,0.21794871794871795,0.2905982905982906,0.2564102564102564,0.2692307692307692,0.19658119658119658,0.2222222222222222,0.19658119658119658,0.23931623931623933,0.2606837606837607,0.2564102564102564,0.2905982905982906,0.29914529914529914,0.3076923076923077,0.2863247863247863,0.2606837606837607,0.29914529914529914,0.2905982905982906,0.20085470085470086,0.2905982905982906,0.24358974358974358,0.2777777777777778,0.2564102564102564,0.27350427350427353,0.27350427350427353,0.24786324786324787,0.23076923076923078,0.2948717948717949,0.2863247863247863,0.25213675213675213,0.20512820512820512,0.2905982905982906,0.24786324786324787,0.23504273504273504,0.2564102564102564,0.26495726495726496,0.2905982905982906,0.24358974358974358,0.19658119658119658,0.19658119658119658,0.2094017094017094,0.2094017094017094,0.19658119658119658,0.27350427350427353,0.2564102564102564,0.24786324786324787,0.2905982905982906,0.2564102564102564,0.2564102564102564,0.23076923076923078,0.19658119658119658,0.2692307692307692,0.2564102564102564,0.27350427350427353,0.2905982905982906,0.24640024640024633
Computer Security (Avg: 0.246),0.18,0.28,0.27,0.31,0.18,0.3,0.3,0.3,0.18,0.22,0.24,0.24,0.18,0.19,0.18,0.17,0.18,0.29,0.3,0.2,0.23,0.18,0.24,0.31,0.3,0.24,0.18,0.27,0.23,0.27,0.24,0.24,0.28,0.2,0.28,0.24,0.21,0.23,0.23,0.18,0.18,0.18,0.23,0.25,0.24,0.24,0.32,0.31,0.29,0.24,0.15,0.24,0.25,0.36,0.28,0.24,0.3,0.26,0.28,0.24,0.21,0.18,0.22,0.18,0.26,0.27,0.24,0.28,0.32,0.28,0.23,0.29,0.28,0.28,0.17,0.28,0.3,0.27,0.24,0.24,0.27,0.3,0.23,0.28,0.27,0.23,0.25,0.28,0.19,0.24,0.3,0.23,0.28,0.25,0.19,0.18,0.17,0.17,0.19,0.28,0.3,0.29,0.28,0.26,0.3,0.17,0.26,0.33,0.24,0.28,0.28,0.24630630630630632
Logical Fallacies (Avg: 0.246),0.2331288343558282,0.22085889570552147,0.294478527607362,0.2822085889570552,0.2331288343558282,0.26380368098159507,0.3006134969325153,0.3006134969325153,0.2331288343558282,0.22699386503067484,0.24539877300613497,0.24539877300613497,0.2392638036809816,0.22699386503067484,0.2331288343558282,0.2331288343558282,0.2331288343558282,0.2883435582822086,0.2883435582822086,0.19631901840490798,0.22085889570552147,0.2331288343558282,0.24539877300613497,0.19631901840490798,0.3006134969325153,0.24539877300613497,0.2392638036809816,0.3067484662576687,0.24539877300613497,0.22085889570552147,0.24539877300613497,0.24539877300613497,0.22085889570552147,0.25153374233128833,0.22085889570552147,0.24539877300613497,0.22085889570552147,0.2331288343558282,0.20245398773006135,0.2331288343558282,0.2331288343558282,0.2331288343558282,0.2392638036809816,0.2331288343558282,0.2392638036809816,0.27607361963190186,0.22085889570552147,0.22699386503067484,0.3006134969325153,0.2822085889570552,0.1901840490797546,0.24539877300613497,0.294478527607362,0.25153374233128833,0.22085889570552147,0.2392638036809816,0.3006134969325153,0.1901840490797546,0.22085889570552147,0.24539877300613497,0.26993865030674846,0.2331288343558282,0.22699386503067484,0.2331288343558282,0.3006134969325153,0.3128834355828221,0.24539877300613497,0.22085889570552147,0.2392638036809816,0.22085889570552147,0.2331288343558282,0.3128834355828221,0.20245398773006135,0.22085889570552147,0.2331288343558282,0.22085889570552147,0.3006134969325153,0.3006134969325153,0.24539877300613497,0.2331288343558282,0.20245398773006135,0.2883435582822086,0.25153374233128833,0.22085889570552147,0.22699386503067484,0.2392638036809816,0.22085889570552147,0.22085889570552147,0.2331288343558282,0.25153374233128833,0.3006134969325153,0.20245398773006135,0.22085889570552147,0.2331288343558282,0.2331288343558282,0.2331288343558282,0.22699386503067484,0.24539877300613497,0.2331288343558282,0.2085889570552147,0.3006134969325153,0.3128834355828221,0.22085889570552147,0.25153374233128833,0.3006134969325153,0.24539877300613497,0.26380368098159507,0.2822085889570552,0.24539877300613497,0.294478527607362,0.22085889570552147,0.24606201293317856
Anatomy (Avg: 0.246),0.22962962962962963,0.18518518518518517,0.3333333333333333,0.34074074074074073,0.22962962962962963,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.22962962962962963,0.18518518518518517,0.2518518518518518,0.2518518518518518,0.2074074074074074,0.23703703703703705,0.22962962962962963,0.2518518518518518,0.22962962962962963,0.34814814814814815,0.34814814814814815,0.17037037037037037,0.24444444444444444,0.22962962962962963,0.2518518518518518,0.15555555555555556,0.3333333333333333,0.2518518518518518,0.26666666666666666,0.17777777777777778,0.2518518518518518,0.18518518518518517,0.3037037037037037,0.2518518518518518,0.1925925925925926,0.23703703703703705,0.18518518518518517,0.2518518518518518,0.24444444444444444,0.25925925925925924,0.22962962962962963,0.24444444444444444,0.22962962962962963,0.22962962962962963,0.24444444444444444,0.2740740740740741,0.18518518518518517,0.2074074074074074,0.23703703703703705,0.21481481481481482,0.32592592592592595,0.3037037037037037,0.21481481481481482,0.2518518518518518,0.34814814814814815,0.34074074074074073,0.18518518518518517,0.2222222222222222,0.3333333333333333,0.23703703703703705,0.18518518518518517,0.2518518518518518,0.23703703703703705,0.22962962962962963,0.2222222222222222,0.22962962962962963,0.3333333333333333,0.28888888888888886,0.2518518518518518,0.18518518518518517,0.17777777777777778,0.17777777777777778,0.23703703703703705,0.3333333333333333,0.1925925925925926,0.18518518518518517,0.2074074074074074,0.18518518518518517,0.3333333333333333,0.26666666666666666,0.2518518518518518,0.2962962962962963,0.2,0.2962962962962963,0.22962962962962963,0.1925925925925926,0.1925925925925926,0.2518518518518518,0.2222222222222222,0.18518518518518517,0.18518518518518517,0.25925925925925924,0.3333333333333333,0.16296296296296298,0.18518518518518517,0.25925925925925924,0.24444444444444444,0.22962962962962963,0.2222222222222222,0.2222222222222222,0.22962962962962963,0.22962962962962963,0.3333333333333333,0.31851851851851853,0.18518518518518517,0.2518518518518518,0.32592592592592595,0.23703703703703705,0.2740740740740741,0.23703703703703705,0.2518518518518518,0.3111111111111111,0.18518518518518517,0.24591257924591262
Human Aging (Avg: 0.246),0.10762331838565023,0.31390134529147984,0.21076233183856502,0.19282511210762332,0.10762331838565023,0.21076233183856502,0.20179372197309417,0.20179372197309417,0.10762331838565023,0.2825112107623318,0.37668161434977576,0.37668161434977576,0.11210762331838565,0.11210762331838565,0.10762331838565023,0.10762331838565023,0.10762331838565023,0.19282511210762332,0.19730941704035873,0.13901345291479822,0.2645739910313901,0.10762331838565023,0.37668161434977576,0.34080717488789236,0.20179372197309417,0.37668161434977576,0.11210762331838565,0.37668161434977576,0.37668161434977576,0.31390134529147984,0.3542600896860987,0.37668161434977576,0.3094170403587444,0.10762331838565023,0.31390134529147984,0.37668161434977576,0.10762331838565023,0.26905829596412556,0.16143497757847533,0.1031390134529148,0.10762331838565023,0.10762331838565023,0.14798206278026907,0.33183856502242154,0.2825112107623318,0.3094170403587444,0.2556053811659193,0.32286995515695066,0.20179372197309417,0.17488789237668162,0.19730941704035873,0.37668161434977576,0.20179372197309417,0.34080717488789236,0.31390134529147984,0.31390134529147984,0.20179372197309417,0.3273542600896861,0.3094170403587444,0.37668161434977576,0.14798206278026907,0.10762331838565023,0.11210762331838565,0.10762331838565023,0.22869955156950672,0.21076233183856502,0.37668161434977576,0.31390134529147984,0.3004484304932735,0.3094170403587444,0.4125560538116592,0.2062780269058296,0.28699551569506726,0.31390134529147984,0.11659192825112108,0.31390134529147984,0.19730941704035873,0.20179372197309417,0.37668161434977576,0.3094170403587444,0.37668161434977576,0.2062780269058296,0.36771300448430494,0.31390134529147984,0.28699551569506726,0.3721973094170404,0.2062780269058296,0.31390134529147984,0.242152466367713,0.28699551569506726,0.20179372197309417,0.2914798206278027,0.31390134529147984,0.36771300448430494,0.10762331838565023,0.10762331838565023,0.1031390134529148,0.11210762331838565,0.10762331838565023,0.36771300448430494,0.20179372197309417,0.17488789237668162,0.31390134529147984,0.37668161434977576,0.20179372197309417,0.28699551569506726,0.17937219730941703,0.26905829596412556,0.37668161434977576,0.26905829596412556,0.31390134529147984,0.24562679271199447
