,25k,30k,35k,40k,45k,50k,52k,55k,57k,60k,62k,65k,67k,70k,72k,75k,77k,80k,82k,85k,87k,90k,115k,120k,125k,130k,135k,140k,142k,145k,147k,150k,152k,155k,157k,160k,162k,190k,195k,200k,205k,207k,210k,212k,215k,217k,220k,222k,225k,227k,230k,232k,235k,237k,250k,255k,260k,265k,267k,270k,275k,277k,280k,282k,285k,287k,290k,292k,295k,297k,310k,315k,320k,322k,325k,327k,330k,332k,335k,337k,340k,342k,345k,347k,350k,352k,355k,360k,365k,370k,375k,377k,380k,382k,385k,387k,390k,392k,395k,400k,402k,405k,410k,420k,425k,430k,435k,437k,440k,445k,447k,AVG
High School Geography (Avg: 0.255),0.35353535353535354,0.17676767676767677,0.24242424242424243,0.24242424242424243,0.35353535353535354,0.2727272727272727,0.25252525252525254,0.25252525252525254,0.35353535353535354,0.24242424242424243,0.21717171717171718,0.21717171717171718,0.3787878787878788,0.3484848484848485,0.35353535353535354,0.3434343434343434,0.35353535353535354,0.2727272727272727,0.25252525252525254,0.2828282828282828,0.21212121212121213,0.35353535353535354,0.21717171717171718,0.1717171717171717,0.25252525252525254,0.21717171717171718,0.3282828282828283,0.22727272727272727,0.21717171717171718,0.17676767676767677,0.23232323232323232,0.21717171717171718,0.17676767676767677,0.35353535353535354,0.17676767676767677,0.21717171717171718,0.36363636363636365,0.29292929292929293,0.3282828282828283,0.3787878787878788,0.35353535353535354,0.35353535353535354,0.3383838383838384,0.23232323232323232,0.1717171717171717,0.2777777777777778,0.21212121212121213,0.17676767676767677,0.25252525252525254,0.26262626262626265,0.25252525252525254,0.21717171717171718,0.2474747474747475,0.22727272727272727,0.17676767676767677,0.2777777777777778,0.25252525252525254,0.2676767676767677,0.17676767676767677,0.21717171717171718,0.30808080808080807,0.35353535353535354,0.3484848484848485,0.35353535353535354,0.25252525252525254,0.2777777777777778,0.21717171717171718,0.17676767676767677,0.1919191919191919,0.16161616161616163,0.2222222222222222,0.23232323232323232,0.23737373737373738,0.17676767676767677,0.35353535353535354,0.17676767676767677,0.26262626262626265,0.24242424242424243,0.21717171717171718,0.24242424242424243,0.18181818181818182,0.25757575757575757,0.23737373737373738,0.18181818181818182,0.18686868686868688,0.2222222222222222,0.31313131313131315,0.17676767676767677,0.22727272727272727,0.20707070707070707,0.25252525252525254,0.18181818181818182,0.17676767676767677,0.23232323232323232,0.35353535353535354,0.35353535353535354,0.35858585858585856,0.3484848484848485,0.35353535353535354,0.16161616161616163,0.25252525252525254,0.2727272727272727,0.17676767676767677,0.21717171717171718,0.24242424242424243,0.2676767676767677,0.31313131313131315,0.18686868686868688,0.21717171717171718,0.23737373737373738,0.17676767676767677,0.2553917553917554
Formal Logic (Avg: 0.255),0.36507936507936506,0.2857142857142857,0.15079365079365079,0.16666666666666666,0.373015873015873,0.16666666666666666,0.15079365079365079,0.15079365079365079,0.36507936507936506,0.21428571428571427,0.19047619047619047,0.1984126984126984,0.3492063492063492,0.3412698412698413,0.36507936507936506,0.36507936507936506,0.36507936507936506,0.23809523809523808,0.15079365079365079,0.373015873015873,0.2222222222222222,0.35714285714285715,0.1984126984126984,0.21428571428571427,0.15079365079365079,0.1984126984126984,0.2857142857142857,0.1984126984126984,0.1984126984126984,0.29365079365079366,0.18253968253968253,0.1984126984126984,0.2857142857142857,0.3492063492063492,0.2857142857142857,0.1984126984126984,0.35714285714285715,0.3333333333333333,0.2857142857142857,0.36507936507936506,0.36507936507936506,0.36507936507936506,0.3333333333333333,0.21428571428571427,0.2619047619047619,0.2857142857142857,0.1984126984126984,0.2222222222222222,0.15079365079365079,0.29365079365079366,0.31746031746031744,0.1984126984126984,0.1349206349206349,0.15873015873015872,0.2777777777777778,0.30158730158730157,0.15079365079365079,0.23015873015873015,0.3333333333333333,0.1984126984126984,0.3253968253968254,0.36507936507936506,0.36507936507936506,0.36507936507936506,0.18253968253968253,0.16666666666666666,0.1984126984126984,0.2857142857142857,0.1984126984126984,0.2857142857142857,0.29365079365079366,0.19047619047619047,0.2777777777777778,0.2857142857142857,0.36507936507936506,0.2857142857142857,0.15873015873015872,0.15079365079365079,0.1984126984126984,0.1746031746031746,0.2777777777777778,0.15079365079365079,0.15873015873015872,0.2777777777777778,0.2777777777777778,0.19047619047619047,0.25396825396825395,0.2857142857142857,0.3333333333333333,0.15873015873015872,0.15079365079365079,0.25396825396825395,0.2857142857142857,0.1984126984126984,0.35714285714285715,0.36507936507936506,0.36507936507936506,0.3492063492063492,0.36507936507936506,0.2777777777777778,0.15079365079365079,0.18253968253968253,0.2857142857142857,0.1984126984126984,0.15079365079365079,0.21428571428571427,0.30952380952380953,0.24603174603174602,0.1984126984126984,0.15873015873015872,0.2857142857142857,0.2550407550407551
High School Microeconomics (Avg: 0.255),0.3487394957983193,0.21008403361344538,0.23109243697478993,0.21428571428571427,0.3445378151260504,0.23529411764705882,0.21008403361344538,0.21008403361344538,0.3487394957983193,0.31092436974789917,0.226890756302521,0.23109243697478993,0.3487394957983193,0.35714285714285715,0.3487394957983193,0.33613445378151263,0.3445378151260504,0.21008403361344538,0.2184873949579832,0.3235294117647059,0.19327731092436976,0.3487394957983193,0.23109243697478993,0.18907563025210083,0.21008403361344538,0.23109243697478993,0.3403361344537815,0.19747899159663865,0.23109243697478993,0.20588235294117646,0.19327731092436976,0.23109243697478993,0.21008403361344538,0.33613445378151263,0.21008403361344538,0.23109243697478993,0.3403361344537815,0.31932773109243695,0.35294117647058826,0.3277310924369748,0.3487394957983193,0.3487394957983193,0.3403361344537815,0.2184873949579832,0.21008403361344538,0.2689075630252101,0.19327731092436976,0.23529411764705882,0.21008403361344538,0.2647058823529412,0.3319327731092437,0.23109243697478993,0.23529411764705882,0.2647058823529412,0.21008403361344538,0.23109243697478993,0.21008403361344538,0.27310924369747897,0.21008403361344538,0.23109243697478993,0.2815126050420168,0.3487394957983193,0.31932773109243695,0.3487394957983193,0.22268907563025211,0.19747899159663865,0.23109243697478993,0.21008403361344538,0.24369747899159663,0.2184873949579832,0.23109243697478993,0.21428571428571427,0.23949579831932774,0.21008403361344538,0.3403361344537815,0.21008403361344538,0.2184873949579832,0.20168067226890757,0.23109243697478993,0.226890756302521,0.18907563025210083,0.20168067226890757,0.24369747899159663,0.21008403361344538,0.19747899159663865,0.23529411764705882,0.28991596638655465,0.21008403361344538,0.19327731092436976,0.23529411764705882,0.21008403361344538,0.19327731092436976,0.21008403361344538,0.23529411764705882,0.3403361344537815,0.3487394957983193,0.3445378151260504,0.3403361344537815,0.3487394957983193,0.21428571428571427,0.21008403361344538,0.2689075630252101,0.21008403361344538,0.22268907563025211,0.21008403361344538,0.226890756302521,0.3445378151260504,0.21428571428571427,0.23109243697478993,0.20168067226890757,0.21008403361344538,0.25490196078431376
Astronomy (Avg: 0.254),0.3355263157894737,0.17763157894736842,0.3092105263157895,0.27631578947368424,0.3355263157894737,0.3092105263157895,0.3026315789473684,0.3026315789473684,0.3355263157894737,0.21710526315789475,0.19078947368421054,0.18421052631578946,0.3026315789473684,0.3355263157894737,0.3355263157894737,0.34210526315789475,0.3355263157894737,0.27631578947368424,0.2894736842105263,0.2894736842105263,0.13157894736842105,0.3355263157894737,0.18421052631578946,0.17763157894736842,0.3026315789473684,0.18421052631578946,0.27631578947368424,0.2565789473684211,0.19078947368421054,0.17763157894736842,0.20394736842105263,0.17763157894736842,0.17763157894736842,0.3157894736842105,0.17763157894736842,0.18421052631578946,0.34868421052631576,0.29605263157894735,0.3092105263157895,0.3223684210526316,0.3355263157894737,0.3355263157894737,0.3026315789473684,0.25,0.19736842105263158,0.21052631578947367,0.17763157894736842,0.16447368421052633,0.3026315789473684,0.3026315789473684,0.3157894736842105,0.18421052631578946,0.3355263157894737,0.2565789473684211,0.18421052631578946,0.29605263157894735,0.3026315789473684,0.2236842105263158,0.17763157894736842,0.18421052631578946,0.2894736842105263,0.3355263157894737,0.29605263157894735,0.3355263157894737,0.3026315789473684,0.2894736842105263,0.18421052631578946,0.17763157894736842,0.21710526315789475,0.17763157894736842,0.18421052631578946,0.3026315789473684,0.19078947368421054,0.17763157894736842,0.32894736842105265,0.17763157894736842,0.3026315789473684,0.3092105263157895,0.18421052631578946,0.23684210526315788,0.18421052631578946,0.3026315789473684,0.23684210526315788,0.17763157894736842,0.19078947368421054,0.17763157894736842,0.29605263157894735,0.17763157894736842,0.2565789473684211,0.25,0.3026315789473684,0.18421052631578946,0.17763157894736842,0.20394736842105263,0.3355263157894737,0.3355263157894737,0.3355263157894737,0.3355263157894737,0.3355263157894737,0.18421052631578946,0.3026315789473684,0.3157894736842105,0.17763157894736842,0.19078947368421054,0.29605263157894735,0.20394736842105263,0.2631578947368421,0.21710526315789475,0.18421052631578946,0.3092105263157895,0.17763157894736842,0.2537932669511618
Nutrition (Avg: 0.254),0.29411764705882354,0.22549019607843138,0.24836601307189543,0.24183006535947713,0.29411764705882354,0.2581699346405229,0.25163398692810457,0.25163398692810457,0.29411764705882354,0.24183006535947713,0.238562091503268,0.22875816993464052,0.29411764705882354,0.28104575163398693,0.29411764705882354,0.29411764705882354,0.29411764705882354,0.25163398692810457,0.23529411764705882,0.24509803921568626,0.24836601307189543,0.29411764705882354,0.22875816993464052,0.23529411764705882,0.25163398692810457,0.22875816993464052,0.2777777777777778,0.22549019607843138,0.22875816993464052,0.21568627450980393,0.22549019607843138,0.22875816993464052,0.22549019607843138,0.3104575163398693,0.22549019607843138,0.22875816993464052,0.28104575163398693,0.2973856209150327,0.2973856209150327,0.2875816993464052,0.29411764705882354,0.29411764705882354,0.2581699346405229,0.238562091503268,0.23529411764705882,0.2549019607843137,0.26143790849673204,0.24509803921568626,0.2549019607843137,0.3104575163398693,0.238562091503268,0.22875816993464052,0.238562091503268,0.25163398692810457,0.22549019607843138,0.27124183006535946,0.25163398692810457,0.16993464052287582,0.22549019607843138,0.22875816993464052,0.31699346405228757,0.2973856209150327,0.29411764705882354,0.29411764705882354,0.24836601307189543,0.2222222222222222,0.22875816993464052,0.22549019607843138,0.23529411764705882,0.2222222222222222,0.23202614379084968,0.23202614379084968,0.25163398692810457,0.22549019607843138,0.2908496732026144,0.22549019607843138,0.25163398692810457,0.24509803921568626,0.22875816993464052,0.26143790849673204,0.238562091503268,0.26143790849673204,0.22875816993464052,0.23202614379084968,0.23202614379084968,0.238562091503268,0.2581699346405229,0.22549019607843138,0.2581699346405229,0.24183006535947713,0.25163398692810457,0.24183006535947713,0.22875816993464052,0.22875816993464052,0.2908496732026144,0.29411764705882354,0.2973856209150327,0.2908496732026144,0.29411764705882354,0.24183006535947713,0.25163398692810457,0.2908496732026144,0.22549019607843138,0.23529411764705882,0.25163398692810457,0.24183006535947713,0.2973856209150327,0.24836601307189543,0.22875816993464052,0.2679738562091503,0.22549019607843138,0.253577106518283
Human Sexuality (Avg: 0.253),0.2824427480916031,0.2595419847328244,0.22137404580152673,0.22900763358778625,0.2748091603053435,0.24427480916030533,0.22900763358778625,0.22900763358778625,0.2824427480916031,0.17557251908396945,0.22900763358778625,0.22900763358778625,0.2595419847328244,0.2900763358778626,0.2824427480916031,0.2900763358778626,0.2824427480916031,0.25190839694656486,0.22900763358778625,0.2366412213740458,0.25190839694656486,0.2824427480916031,0.22900763358778625,0.29770992366412213,0.22900763358778625,0.22900763358778625,0.2748091603053435,0.2595419847328244,0.22900763358778625,0.2595419847328244,0.1984732824427481,0.22900763358778625,0.2595419847328244,0.2824427480916031,0.2595419847328244,0.22900763358778625,0.26717557251908397,0.25190839694656486,0.2900763358778626,0.2824427480916031,0.2824427480916031,0.2824427480916031,0.32061068702290074,0.25190839694656486,0.26717557251908397,0.24427480916030533,0.25190839694656486,0.25190839694656486,0.22137404580152673,0.25190839694656486,0.26717557251908397,0.22900763358778625,0.22137404580152673,0.183206106870229,0.2595419847328244,0.32061068702290074,0.22900763358778625,0.21374045801526717,0.2595419847328244,0.22900763358778625,0.32061068702290074,0.2824427480916031,0.29770992366412213,0.2824427480916031,0.22900763358778625,0.19083969465648856,0.22900763358778625,0.2595419847328244,0.22137404580152673,0.2366412213740458,0.25190839694656486,0.20610687022900764,0.2748091603053435,0.2595419847328244,0.33587786259541985,0.2595419847328244,0.22900763358778625,0.2366412213740458,0.22900763358778625,0.2824427480916031,0.22900763358778625,0.2366412213740458,0.22900763358778625,0.2595419847328244,0.2748091603053435,0.2366412213740458,0.2748091603053435,0.2595419847328244,0.2748091603053435,0.24427480916030533,0.22900763358778625,0.22900763358778625,0.2595419847328244,0.20610687022900764,0.2900763358778626,0.2824427480916031,0.2824427480916031,0.29770992366412213,0.2824427480916031,0.2366412213740458,0.22900763358778625,0.24427480916030533,0.2595419847328244,0.2366412213740458,0.22900763358778625,0.26717557251908397,0.29770992366412213,0.22900763358778625,0.22900763358778625,0.24427480916030533,0.2595419847328244,0.253077504985902
College Mathematics (Avg: 0.253),0.31,0.21,0.26,0.25,0.31,0.27,0.25,0.25,0.31,0.28,0.23,0.23,0.32,0.3,0.31,0.33,0.31,0.23,0.27,0.26,0.2,0.3,0.23,0.2,0.25,0.23,0.29,0.27,0.25,0.21,0.21,0.23,0.21,0.24,0.21,0.23,0.33,0.3,0.29,0.29,0.31,0.31,0.3,0.21,0.24,0.25,0.21,0.22,0.25,0.24,0.3,0.23,0.24,0.17,0.21,0.3,0.25,0.3,0.21,0.23,0.28,0.31,0.28,0.31,0.25,0.3,0.23,0.21,0.28,0.21,0.25,0.25,0.25,0.21,0.29,0.21,0.23,0.25,0.23,0.28,0.23,0.24,0.23,0.21,0.2,0.22,0.3,0.21,0.3,0.22,0.25,0.26,0.21,0.19,0.28,0.31,0.31,0.29,0.31,0.13,0.25,0.26,0.21,0.24,0.25,0.2,0.28,0.24,0.23,0.25,0.21,0.2528828828828829
College Computer Science (Avg: 0.252),0.33,0.26,0.26,0.27,0.33,0.27,0.26,0.26,0.33,0.15,0.16,0.15,0.32,0.34,0.33,0.33,0.33,0.25,0.25,0.3,0.29,0.33,0.15,0.22,0.26,0.15,0.23,0.16,0.15,0.27,0.16,0.15,0.26,0.34,0.26,0.15,0.29,0.29,0.31,0.33,0.33,0.33,0.3,0.16,0.3,0.3,0.32,0.23,0.26,0.3,0.3,0.15,0.25,0.21,0.26,0.21,0.26,0.18,0.26,0.15,0.3,0.34,0.29,0.33,0.28,0.28,0.15,0.26,0.19,0.26,0.22,0.23,0.27,0.26,0.32,0.26,0.27,0.24,0.15,0.22,0.21,0.24,0.21,0.25,0.26,0.15,0.22,0.26,0.28,0.21,0.26,0.23,0.26,0.15,0.31,0.33,0.33,0.3,0.33,0.21,0.26,0.23,0.26,0.16,0.26,0.24,0.3,0.26,0.15,0.23,0.26,0.25243243243243246
High School Physics (Avg: 0.252),0.33112582781456956,0.1986754966887417,0.2781456953642384,0.25165562913907286,0.3443708609271523,0.2781456953642384,0.271523178807947,0.271523178807947,0.33112582781456956,0.23841059602649006,0.1986754966887417,0.1986754966887417,0.2847682119205298,0.32450331125827814,0.33112582781456956,0.33112582781456956,0.33112582781456956,0.2582781456953642,0.26490066225165565,0.32450331125827814,0.2052980132450331,0.33112582781456956,0.1986754966887417,0.16556291390728478,0.271523178807947,0.1986754966887417,0.31788079470198677,0.23178807947019867,0.1986754966887417,0.1986754966887417,0.1986754966887417,0.19205298013245034,0.1986754966887417,0.32450331125827814,0.1986754966887417,0.1986754966887417,0.2980132450331126,0.31788079470198677,0.2913907284768212,0.33774834437086093,0.33112582781456956,0.33112582781456956,0.2251655629139073,0.1986754966887417,0.2052980132450331,0.23841059602649006,0.23178807947019867,0.2052980132450331,0.271523178807947,0.31788079470198677,0.2847682119205298,0.1986754966887417,0.271523178807947,0.2185430463576159,0.1986754966887417,0.2781456953642384,0.271523178807947,0.24503311258278146,0.18543046357615894,0.1986754966887417,0.3443708609271523,0.33774834437086093,0.24503311258278146,0.33112582781456956,0.2847682119205298,0.271523178807947,0.1986754966887417,0.1986754966887417,0.2119205298013245,0.1986754966887417,0.2185430463576159,0.2980132450331126,0.23178807947019867,0.1986754966887417,0.32450331125827814,0.1986754966887417,0.2781456953642384,0.2781456953642384,0.1986754966887417,0.16556291390728478,0.17218543046357615,0.26490066225165565,0.1986754966887417,0.1986754966887417,0.1986754966887417,0.2119205298013245,0.271523178807947,0.1986754966887417,0.2119205298013245,0.23178807947019867,0.271523178807947,0.2251655629139073,0.1986754966887417,0.2052980132450331,0.3443708609271523,0.33112582781456956,0.33774834437086093,0.33112582781456956,0.32450331125827814,0.2052980132450331,0.271523178807947,0.271523178807947,0.1986754966887417,0.2052980132450331,0.271523178807947,0.2251655629139073,0.31788079470198677,0.23178807947019867,0.1986754966887417,0.2251655629139073,0.1986754966887417,0.2521329276296164
High School Mathematics (Avg: 0.252),0.26296296296296295,0.21481481481481482,0.2814814814814815,0.2740740740740741,0.26296296296296295,0.26296296296296295,0.26296296296296295,0.26296296296296295,0.26296296296296295,0.2814814814814815,0.25555555555555554,0.26296296296296295,0.25925925925925924,0.27037037037037037,0.26296296296296295,0.26296296296296295,0.26296296296296295,0.22962962962962963,0.26666666666666666,0.24444444444444444,0.21481481481481482,0.26296296296296295,0.26296296296296295,0.23333333333333334,0.26296296296296295,0.26296296296296295,0.27037037037037037,0.2740740740740741,0.25925925925925924,0.2222222222222222,0.2777777777777778,0.26296296296296295,0.2111111111111111,0.24444444444444444,0.2111111111111111,0.26296296296296295,0.24444444444444444,0.2740740740740741,0.22592592592592592,0.25925925925925924,0.26296296296296295,0.26296296296296295,0.25555555555555554,0.2962962962962963,0.2222222222222222,0.22592592592592592,0.23333333333333334,0.24074074074074073,0.26296296296296295,0.3,0.2814814814814815,0.26296296296296295,0.23333333333333334,0.2740740740740741,0.2111111111111111,0.25925925925925924,0.26296296296296295,0.2777777777777778,0.2111111111111111,0.26296296296296295,0.2518518518518518,0.26296296296296295,0.23333333333333334,0.26296296296296295,0.26666666666666666,0.26666666666666666,0.26296296296296295,0.2111111111111111,0.24074074074074073,0.2111111111111111,0.22592592592592592,0.2777777777777778,0.23703703703703705,0.2111111111111111,0.26666666666666666,0.2111111111111111,0.26666666666666666,0.22592592592592592,0.26296296296296295,0.26666666666666666,0.24814814814814815,0.26296296296296295,0.25555555555555554,0.2111111111111111,0.2518518518518518,0.2740740740740741,0.24814814814814815,0.2111111111111111,0.2222222222222222,0.2851851851851852,0.26296296296296295,0.2777777777777778,0.2111111111111111,0.24074074074074073,0.25925925925925924,0.26296296296296295,0.27037037037037037,0.25925925925925924,0.26296296296296295,0.24444444444444444,0.26296296296296295,0.2740740740740741,0.2111111111111111,0.25555555555555554,0.26296296296296295,0.24444444444444444,0.2777777777777778,0.2111111111111111,0.26296296296296295,0.24074074074074073,0.21481481481481482,0.2519853186519853
Clinical Knowledge (Avg: 0.252),0.2981132075471698,0.21509433962264152,0.22641509433962265,0.21509433962264152,0.3018867924528302,0.21509433962264152,0.2188679245283019,0.2188679245283019,0.2981132075471698,0.2641509433962264,0.2490566037735849,0.2679245283018868,0.2792452830188679,0.28679245283018867,0.2981132075471698,0.3018867924528302,0.2981132075471698,0.2188679245283019,0.21509433962264152,0.2981132075471698,0.23018867924528302,0.3018867924528302,0.2679245283018868,0.21132075471698114,0.2188679245283019,0.2679245283018868,0.3169811320754717,0.2528301886792453,0.2679245283018868,0.21509433962264152,0.24150943396226415,0.2679245283018868,0.21509433962264152,0.30566037735849055,0.21509433962264152,0.2679245283018868,0.2981132075471698,0.33584905660377357,0.27169811320754716,0.29056603773584905,0.2981132075471698,0.2981132075471698,0.29056603773584905,0.2641509433962264,0.23018867924528302,0.21509433962264152,0.21509433962264152,0.23773584905660378,0.2188679245283019,0.23018867924528302,0.30566037735849055,0.2679245283018868,0.22264150943396227,0.23018867924528302,0.21509433962264152,0.25660377358490566,0.2188679245283019,0.22641509433962265,0.21509433962264152,0.2679245283018868,0.27547169811320754,0.2981132075471698,0.3169811320754717,0.2981132075471698,0.23773584905660378,0.22641509433962265,0.2679245283018868,0.21509433962264152,0.2339622641509434,0.21132075471698114,0.24150943396226415,0.23018867924528302,0.23018867924528302,0.21509433962264152,0.2981132075471698,0.21509433962264152,0.23018867924528302,0.21132075471698114,0.2679245283018868,0.2830188679245283,0.22641509433962265,0.2490566037735849,0.22641509433962265,0.21132075471698114,0.2,0.2679245283018868,0.30566037735849055,0.21509433962264152,0.23018867924528302,0.2037735849056604,0.2188679245283019,0.21509433962264152,0.21509433962264152,0.2528301886792453,0.2943396226415094,0.2943396226415094,0.29056603773584905,0.2943396226415094,0.2981132075471698,0.23018867924528302,0.2188679245283019,0.27169811320754716,0.21509433962264152,0.2641509433962264,0.21509433962264152,0.23773584905660378,0.3018867924528302,0.2188679245283019,0.2679245283018868,0.23018867924528302,0.21509433962264152,0.25198028216896146
Econometrics (Avg: 0.252),0.23684210526315788,0.23684210526315788,0.23684210526315788,0.2631578947368421,0.23684210526315788,0.21929824561403508,0.24561403508771928,0.24561403508771928,0.23684210526315788,0.32456140350877194,0.2894736842105263,0.2807017543859649,0.23684210526315788,0.23684210526315788,0.23684210526315788,0.23684210526315788,0.23684210526315788,0.2631578947368421,0.2543859649122807,0.2807017543859649,0.24561403508771928,0.23684210526315788,0.2807017543859649,0.23684210526315788,0.24561403508771928,0.2807017543859649,0.2719298245614035,0.2719298245614035,0.2631578947368421,0.24561403508771928,0.22807017543859648,0.2719298245614035,0.23684210526315788,0.2543859649122807,0.23684210526315788,0.2807017543859649,0.2719298245614035,0.2631578947368421,0.21052631578947367,0.24561403508771928,0.23684210526315788,0.23684210526315788,0.30701754385964913,0.2631578947368421,0.2543859649122807,0.24561403508771928,0.22807017543859648,0.21929824561403508,0.24561403508771928,0.24561403508771928,0.22807017543859648,0.2807017543859649,0.21052631578947367,0.21929824561403508,0.23684210526315788,0.2982456140350877,0.24561403508771928,0.24561403508771928,0.23684210526315788,0.2807017543859649,0.2631578947368421,0.23684210526315788,0.22807017543859648,0.23684210526315788,0.2719298245614035,0.2719298245614035,0.2807017543859649,0.23684210526315788,0.2631578947368421,0.23684210526315788,0.2543859649122807,0.22807017543859648,0.2543859649122807,0.23684210526315788,0.24561403508771928,0.23684210526315788,0.24561403508771928,0.24561403508771928,0.2807017543859649,0.2543859649122807,0.2719298245614035,0.2543859649122807,0.23684210526315788,0.23684210526315788,0.21052631578947367,0.2631578947368421,0.2719298245614035,0.23684210526315788,0.2631578947368421,0.22807017543859648,0.24561403508771928,0.3157894736842105,0.23684210526315788,0.2807017543859649,0.23684210526315788,0.23684210526315788,0.23684210526315788,0.23684210526315788,0.24561403508771928,0.2807017543859649,0.24561403508771928,0.2807017543859649,0.23684210526315788,0.2719298245614035,0.24561403508771928,0.24561403508771928,0.24561403508771928,0.2631578947368421,0.2807017543859649,0.2807017543859649,0.23684210526315788,0.25177809388335703
High School Us History (Avg: 0.251),0.2549019607843137,0.25,0.25980392156862747,0.25980392156862747,0.2549019607843137,0.2647058823529412,0.25980392156862747,0.25980392156862747,0.2549019607843137,0.24019607843137256,0.23529411764705882,0.23529411764705882,0.25980392156862747,0.2549019607843137,0.2549019607843137,0.2549019607843137,0.2549019607843137,0.24509803921568626,0.2647058823529412,0.2549019607843137,0.25,0.2549019607843137,0.23529411764705882,0.25,0.25980392156862747,0.23529411764705882,0.24509803921568626,0.25980392156862747,0.23529411764705882,0.25,0.23529411764705882,0.23529411764705882,0.25,0.23529411764705882,0.25,0.23529411764705882,0.24019607843137256,0.25980392156862747,0.2549019607843137,0.2549019607843137,0.2549019607843137,0.2549019607843137,0.19117647058823528,0.24019607843137256,0.24019607843137256,0.2549019607843137,0.25980392156862747,0.23529411764705882,0.25980392156862747,0.2696078431372549,0.2549019607843137,0.23529411764705882,0.25980392156862747,0.28921568627450983,0.25,0.25,0.25980392156862747,0.23529411764705882,0.25,0.23529411764705882,0.2696078431372549,0.2549019607843137,0.2696078431372549,0.2549019607843137,0.25980392156862747,0.2696078431372549,0.23529411764705882,0.25,0.24509803921568626,0.25,0.25980392156862747,0.25980392156862747,0.24509803921568626,0.25,0.2549019607843137,0.25,0.25980392156862747,0.24019607843137256,0.23529411764705882,0.28921568627450983,0.2696078431372549,0.25980392156862747,0.22058823529411764,0.25,0.25,0.23529411764705882,0.24509803921568626,0.25,0.2647058823529412,0.25980392156862747,0.25980392156862747,0.27941176470588236,0.25,0.23529411764705882,0.2549019607843137,0.2549019607843137,0.2549019607843137,0.2549019607843137,0.2549019607843137,0.25,0.25980392156862747,0.25980392156862747,0.25,0.23529411764705882,0.25980392156862747,0.2107843137254902,0.2549019607843137,0.2647058823529412,0.23529411764705882,0.25980392156862747,0.25,0.25114820703056
College Biology (Avg: 0.251),0.2638888888888889,0.25,0.2569444444444444,0.2361111111111111,0.2569444444444444,0.2708333333333333,0.2569444444444444,0.2569444444444444,0.2638888888888889,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2638888888888889,0.25,0.2638888888888889,0.2638888888888889,0.2638888888888889,0.25,0.25,0.24305555555555555,0.2361111111111111,0.2638888888888889,0.2222222222222222,0.22916666666666666,0.2569444444444444,0.2222222222222222,0.2152777777777778,0.2569444444444444,0.2222222222222222,0.2569444444444444,0.2152777777777778,0.2222222222222222,0.2569444444444444,0.2569444444444444,0.2569444444444444,0.2222222222222222,0.2569444444444444,0.2708333333333333,0.2638888888888889,0.2569444444444444,0.2638888888888889,0.2638888888888889,0.22916666666666666,0.2152777777777778,0.2638888888888889,0.2777777777777778,0.2361111111111111,0.2569444444444444,0.2569444444444444,0.2708333333333333,0.2847222222222222,0.2222222222222222,0.2638888888888889,0.20833333333333334,0.2569444444444444,0.24305555555555555,0.2569444444444444,0.2152777777777778,0.2569444444444444,0.2222222222222222,0.2777777777777778,0.2638888888888889,0.2638888888888889,0.2638888888888889,0.24305555555555555,0.2777777777777778,0.2222222222222222,0.2569444444444444,0.2638888888888889,0.2638888888888889,0.2152777777777778,0.2708333333333333,0.2708333333333333,0.2569444444444444,0.2638888888888889,0.2569444444444444,0.2569444444444444,0.2638888888888889,0.2222222222222222,0.2569444444444444,0.24305555555555555,0.2569444444444444,0.20833333333333334,0.2569444444444444,0.24305555555555555,0.2222222222222222,0.2569444444444444,0.2569444444444444,0.2986111111111111,0.25,0.2569444444444444,0.2638888888888889,0.2569444444444444,0.2222222222222222,0.25,0.2638888888888889,0.2569444444444444,0.2708333333333333,0.2569444444444444,0.2569444444444444,0.2569444444444444,0.2916666666666667,0.2569444444444444,0.22916666666666666,0.2569444444444444,0.2986111111111111,0.25,0.2777777777777778,0.2222222222222222,0.24305555555555555,0.2569444444444444,0.2511261261261261
