column_name,present_count,present_pct_num
language_score,26789066.0,100.0
source_file_path,26789066.0,100.0
source_zip_content_path,26789066.0,100.0
doi,13610998.0,50.808034890055524
authors,24509357.0,91.49015124304819
title,24639973.0,91.97772329949838
pdf_md5_hash,22570689.0,84.25336292052884
publisher,15454055.0,57.68792013876109
journal,106.0,0.0003956838211530032
journal_abbrev,0.0,0.0
publication_year,15475487.0,57.76792292795875
