,557k,645k,50k,655k,272k,502k,650k,527k,590k,275k,372k,375k,520k,635k,630k,145k,147k,500k,52k,105k,510k,295k,297k,512k,225k,565k,382k,212k,450k,440k,432k,585k,420k,207k,385k,285k,190k,110k,65k,72k,642k,125k,45k,435k,360k,55k,530k,290k,455k,357k,130k,410k,355k,492k,222k,442k,255k,57k,632k,62k,667k,675k,445k,515k,140k,490k,115k,217k,505k,485k,567k,627k,200k,447k,425k,292k,345k,282k,262k,60k,525k,587k,560k,195k,35k,340k,517k,570k,350k,380k,602k,287k,580k,280k,662k,422k,135k,495k,220k,202k,640k,412k,670k,365k,595k,300k,652k,75k,120k,552k,150k,205k,430k,415k,545k,142k,30k,67k,600k,660k,215k,665k,677k,132k,370k,575k,482k,260k,180k,185k,210k,270k,70k,265k,40k,137k,605k,AVG
"High School European History (Base: 0.218, +13.5%)",0.0,0.0,-2.77777777777777,5.555555555555566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.777777777777783,0.0,0.0,0.0,-2.77777777777777,0.0,0.0,0.0,0.0,8.333333333333337,0.0,8.333333333333337,2.777777777777783,8.333333333333337,5.555555555555566,30.555555555555564,33.33333333333333,2.777777777777783,-5.555555555555554,-2.77777777777777,11.11111111111112,5.555555555555566,11.11111111111112,11.11111111111112,27.77777777777779,5.555555555555566,11.11111111111112,11.11111111111112,11.11111111111112,2.777777777777783,11.11111111111112,11.11111111111112,11.11111111111112,11.11111111111112,11.11111111111112,11.11111111111112,11.11111111111112,11.11111111111112,11.11111111111112,11.11111111111112,11.11111111111112,11.11111111111112,11.11111111111112,2.777777777777783,11.11111111111112,5.555555555555566,11.11111111111112,11.11111111111112,11.11111111111112,11.11111111111112,11.11111111111112,24.999999999999996,11.11111111111112,11.11111111111112,27.77777777777779,8.333333333333337,11.11111111111112,47.222222222222236,11.11111111111112,0.0,33.33333333333333,5.555555555555566,30.555555555555564,11.11111111111112,8.333333333333337,19.444444444444457,30.555555555555564,30.555555555555564,36.11111111111113,22.222222222222225,5.555555555555566,30.555555555555564,24.999999999999996,30.555555555555564,30.555555555555564,30.555555555555564,30.555555555555564,27.77777777777779,27.77777777777779,30.555555555555564,30.555555555555564,30.555555555555564,30.555555555555564,30.555555555555564,30.555555555555564,30.555555555555564,30.555555555555564,30.555555555555564,30.555555555555564,30.555555555555564,27.77777777777779,33.33333333333333,19.444444444444457,16.66666666666666,33.33333333333333,2.777777777777783,16.66666666666666,5.555555555555566,16.66666666666666,22.222222222222225,13.88888888888889,16.66666666666666,5.555555555555566,-8.333333333333323,30.555555555555564,11.11111111111112,16.66666666666666,16.66666666666666,16.66666666666666,11.11111111111112,16.66666666666666,16.66666666666666,16.66666666666666,16.66666666666666,16.66666666666666,16.66666666666666,16.66666666666666,16.66666666666666,16.66666666666666,13.52392538523926
"Prehistory (Base: 0.222, +13.2%)",2.7777777777777777,-2.7777777777777777,-4.16666666666666,-2.7777777777777777,-2.7777777777777777,-2.7777777777777777,-1.3888888888888826,-2.7777777777777777,-2.7777777777777777,-2.7777777777777777,-2.7777777777777777,-2.7777777777777777,-2.7777777777777777,-2.7777777777777777,-2.7777777777777777,-2.7777777777777777,-2.7777777777777777,-2.7777777777777777,-2.7777777777777777,0.0,-4.16666666666666,-2.7777777777777777,-1.3888888888888826,11.11111111111111,-4.16666666666666,1.388888888888895,-1.3888888888888826,4.166666666666672,0.0,-4.16666666666666,13.8888888888889,13.8888888888889,1.388888888888895,16.666666666666664,8.333333333333332,-1.3888888888888826,26.388888888888907,-8.333333333333332,11.11111111111111,18.05555555555556,19.444444444444457,22.22222222222222,13.8888888888889,20.83333333333335,19.444444444444457,19.444444444444457,-8.333333333333332,13.8888888888889,19.444444444444457,19.444444444444457,19.444444444444457,19.444444444444457,19.444444444444457,19.444444444444457,19.444444444444457,19.444444444444457,19.444444444444457,19.444444444444457,19.444444444444457,19.444444444444457,19.444444444444457,9.722222222222229,19.444444444444457,26.388888888888907,19.444444444444457,16.666666666666664,20.83333333333335,19.444444444444457,19.444444444444457,22.22222222222222,20.83333333333335,19.444444444444457,27.77777777777778,19.444444444444457,18.05555555555556,27.77777777777778,22.22222222222222,-1.3888888888888826,30.555555555555568,18.05555555555556,23.611111111111114,20.83333333333335,34.72222222222223,13.8888888888889,27.77777777777778,27.77777777777778,29.166666666666675,6.94444444444445,2.7777777777777777,27.77777777777778,29.166666666666675,31.944444444444464,30.555555555555568,31.944444444444464,31.944444444444464,30.555555555555568,33.33333333333333,31.944444444444464,31.944444444444464,31.944444444444464,31.944444444444464,31.944444444444464,31.944444444444464,30.555555555555568,31.944444444444464,31.944444444444464,30.555555555555568,31.944444444444464,26.388888888888907,25.00000000000001,-1.3888888888888826,-6.9444444444444375,29.166666666666675,4.166666666666672,13.8888888888889,9.722222222222229,5.555555555555555,19.444444444444457,23.611111111111114,13.8888888888889,5.555555555555555,2.7777777777777777,9.722222222222229,15.277777777777796,0.0,1.388888888888895,1.388888888888895,11.11111111111111,1.388888888888895,1.388888888888895,1.388888888888895,1.388888888888895,1.388888888888895,1.388888888888895,1.388888888888895,1.388888888888895,-1.3888888888888826,13.169099756691002
"College Chemistry (Base: 0.210, +13.0%)",19.04761904761905,-9.523809523809518,4.761904761904766,0.0,-4.761904761904753,0.0,-4.761904761904753,-4.761904761904753,-4.761904761904753,-4.761904761904753,4.761904761904766,-4.761904761904753,-4.761904761904753,-4.761904761904753,-4.761904761904753,-4.761904761904753,-4.761904761904753,-4.761904761904753,-23.809523809523807,-4.761904761904753,0.0,0.0,14.285714285714285,0.0,-14.285714285714285,-4.761904761904753,-14.285714285714285,-4.761904761904753,9.523809523809533,-14.285714285714285,14.285714285714285,4.761904761904766,28.571428571428587,-23.809523809523807,9.523809523809533,-9.523809523809518,4.761904761904766,33.33333333333336,0.0,-4.761904761904753,-9.523809523809518,0.0,-4.761904761904753,4.761904761904766,4.761904761904766,0.0,19.04761904761905,9.523809523809533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.571428571428587,0.0,-23.809523809523807,4.761904761904766,-4.761904761904753,-4.761904761904753,0.0,4.761904761904766,-4.761904761904753,14.285714285714285,0.0,-14.285714285714285,23.80952380952382,-14.285714285714285,-38.095238095238095,19.04761904761905,71.42857142857143,-28.57142857142857,4.761904761904766,-14.285714285714285,-9.523809523809518,-23.809523809523807,23.80952380952382,-4.761904761904753,-14.285714285714285,-14.285714285714285,52.380952380952394,42.857142857142854,-19.047619047619037,-4.761904761904753,-14.285714285714285,-14.285714285714285,-9.523809523809518,-9.523809523809518,-9.523809523809518,-19.047619047619037,-14.285714285714285,-14.285714285714285,-14.285714285714285,-14.285714285714285,-14.285714285714285,-14.285714285714285,-14.285714285714285,-14.285714285714285,-14.285714285714285,-14.285714285714285,-14.285714285714285,14.285714285714285,-9.523809523809518,38.095238095238095,57.14285714285715,47.61904761904762,66.66666666666666,80.95238095238096,9.523809523809533,23.80952380952382,61.90476190476192,47.61904761904762,76.1904761904762,95.23809523809523,80.95238095238096,80.95238095238096,28.571428571428587,85.71428571428574,95.23809523809523,90.4761904761905,85.71428571428574,95.23809523809523,95.23809523809523,95.23809523809523,95.23809523809523,95.23809523809523,95.23809523809523,85.71428571428574,90.4761904761905,76.1904761904762,13.034410844629827
"Global Facts Stderr (Base: 0.039, +12.3%)",-2.226687709754115,0.0,3.594137281423629e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.226687709754115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.115841259070495,0.0,4.115841259070495,-2.226687709754115,1.7970686407118145e-14,15.55803103456441,6.018099390500158,0.0,6.018099390500176,-2.226687709754115,11.16529843991683,19.2796809034243,6.018099390500158,7.824005954901316,15.558031034564394,15.55803103456441,2.111846855752465,12.70870433342892,2.111846855752519,-18.558049336270987,19.2796809034243,23.301468087449397,21.418892374597963,20.38218272941867,16.869741958155306,20.38218272941867,19.2796809034243,21.418892374597984,12.70870433342892,15.55803103456441,20.38218272941867,20.38218272941867,20.38218272941867,20.38218272941867,20.38218272941867,20.38218272941867,20.38218272941867,20.38218272941867,20.38218272941867,20.38218272941867,20.38218272941867,21.418892374597984,20.38218272941867,-4.576255277260433,20.38218272941867,15.558031034564445,20.38218272941867,20.38218272941867,28.468147961470898,20.38218272941867,21.418892374597984,16.869741958155306,19.2796809034243,20.38218272941867,19.2796809034243,21.418892374597984,20.38218272941867,19.2796809034243,20.38218272941867,11.16529843991683,22.391481716449142,21.418892374597984,20.38218272941867,19.2796809034243,22.39148171644916,18.109544485807515,19.2796809034243,21.41889237459795,15.55803103456441,18.109544485807515,3.594137281423629e-14,22.39148171644916,22.39148171644916,22.39148171644916,21.41889237459795,22.39148171644916,22.39148171644916,21.418892374597963,22.39148171644916,22.39148171644916,22.39148171644916,22.39148171644916,22.39148171644916,22.39148171644916,22.39148171644916,22.39148171644916,22.39148171644916,22.39148171644916,22.39148171644916,21.41889237459795,16.869741958155306,24.150228081914047,6.018099390500158,12.70870433342892,9.538326564037959,6.018099390500158,7.824005954901334,19.2796809034243,16.86974195815534,7.824005954901351,20.38218272941867,16.869741958155306,-1.7970686407118145e-14,9.538326564037924,9.538326564037977,14.171933294936734,-2.226687709754115,0.0,0.0,2.111846855752483,0.0,0.0,0.0,0.0,0.0,2.111846855752447,0.0,2.111846855752447,-2.226687709754115,12.32468159313393
"High School Statistics Stderr (Base: 0.025, +11.4%)",0.0,-2.4541610745938125,1.1808112296299205,0.0,-2.4541610745938263,0.0,-1.2112791010104147,-1.2112791010104147,-1.2112791010104147,-1.2112791010104147,-1.2112791010104147,-1.2112791010104147,-1.2112791010104147,-1.2112791010104147,-1.2112791010104147,-1.2112791010104147,-1.2112791010104147,-1.2112791010104147,-2.4541610745938125,0.0,-1.2112791010104147,1.1808112296299205,-2.4541610745938263,-1.211279101010429,0.0,2.332209299498782,-2.4541610745938263,-2.4541610745938125,3.455176270166132,-2.4541610745938263,-5.039728648764692,1.1808112296299205,0.0,5.619421437886852,16.614326302136583,13.296665678128313,6.662357163537108,22.349071964081293,-1.211279101010429,1.1808112296299205,10.58988569646932,2.3322092994987402,13.296665678128258,2.3322092994987402,1.1808112296299205,1.1808112296299205,25.94182997644247,2.3322092994987402,2.7937534433258907e-14,1.1808112296299205,1.1808112296299205,1.1808112296299205,1.1808112296299205,1.1808112296299205,1.1808112296299205,1.1808112296299205,1.1808112296299205,1.1808112296299205,1.1808112296299205,2.3322092994987402,1.1808112296299205,22.988009253618387,1.1808112296299205,7.68018677748705,1.1808112296299205,-1.211279101010429,2.3322092994987402,1.1808112296299205,2.3322092994987402,9.643307209206712,4.190630164988836e-14,2.3322092994987402,7.680186777486868,2.7937534433258907e-14,2.7937534433258907e-14,1.1808112296299205,2.7937534433258907e-14,20.331367519237546,6.662357163537136,11.513939751442056,5.61942143788688,7.6801867774869095,9.643307209206727,24.217004686933777,18.156218833912135,14.99557339503356,9.643307209206698,24.80754415067666,32.25091233648769,19.624223095204616,14.15635859707876,12.41602482458924,11.513939751442056,12.41602482458924,12.41602482458924,13.296665678128244,13.296665678128244,12.41602482458924,12.41602482458924,12.41602482458924,12.41602482458924,12.41602482458924,12.41602482458924,13.296665678128244,12.41602482458924,12.41602482458924,12.41602482458924,12.41602482458924,16.614326302136625,12.416024824589252,30.726921936301565,27.015108355206753,25.94182997644247,29.88359364892741,35.962417332715276,32.25091233648766,25.382414390523543,32.93343931812799,33.25520227525657,35.15176176127064,36.13465329137006,36.442945732664825,34.67262611589506,35.58153613666015,36.81552322363874,37.00438090750057,37.08103001950666,36.81552322363871,37.08103001950666,37.08103001950666,37.08103001950666,37.08103001950666,37.08103001950666,37.08103001950666,37.08103001950666,37.08103001950666,37.08103001950666,11.398524828971857
"High School Macroeconomics (Base: 0.215, +11.0%)",-8.333333333333343,-5.952380952380957,1.1904761904761862,-3.571428571428571,-7.142857142857142,-5.952380952380957,-5.952380952380957,-5.952380952380957,-5.952380952380957,-5.952380952380957,-5.952380952380957,-5.952380952380957,-5.952380952380957,-5.952380952380957,-5.952380952380957,-5.952380952380957,-5.952380952380957,-5.952380952380957,-5.952380952380957,-7.142857142857142,-2.3809523809523854,-1.1904761904761991,-5.952380952380957,9.523809523809515,-8.333333333333343,-10.714285714285714,-9.523809523809527,-9.523809523809527,1.1904761904761862,-10.714285714285714,-5.952380952380957,-13.095238095238098,1.1904761904761862,-2.3809523809523854,-4.761904761904771,24.999999999999986,13.095238095238088,24.999999999999986,2.3809523809523725,5.952380952380944,-2.3809523809523854,5.952380952380944,-7.142857142857142,1.1904761904761862,3.571428571428571,2.3809523809523725,38.09523809523809,0.0,2.3809523809523725,2.3809523809523725,2.3809523809523725,2.3809523809523725,2.3809523809523725,2.3809523809523725,2.3809523809523725,2.3809523809523725,2.3809523809523725,2.3809523809523725,2.3809523809523725,0.0,2.3809523809523725,3.571428571428571,3.571428571428571,15.476190476190471,3.571428571428571,13.095238095238088,-3.571428571428571,3.571428571428571,2.3809523809523725,8.333333333333329,-1.1904761904761991,3.571428571428571,-11.904761904761914,8.333333333333329,-1.1904761904761991,-8.333333333333343,3.571428571428571,16.666666666666657,2.3809523809523725,30.952380952380942,-2.3809523809523854,2.3809523809523725,-2.3809523809523854,17.857142857142843,8.333333333333329,-17.857142857142858,-17.857142857142858,7.142857142857142,20.23809523809524,0.0,-3.571428571428571,-1.1904761904761991,-1.1904761904761991,-1.1904761904761991,-1.1904761904761991,-1.1904761904761991,0.0,-1.1904761904761991,-1.1904761904761991,-1.1904761904761991,-1.1904761904761991,-1.1904761904761991,-1.1904761904761991,-1.1904761904761991,-1.1904761904761991,-1.1904761904761991,2.3809523809523725,0.0,20.23809523809524,-2.3809523809523854,40.47619047619046,44.047619047619044,17.857142857142843,69.04761904761904,26.190476190476176,40.47619047619046,11.9047619047619,51.19047619047619,17.857142857142843,50.0,64.28571428571429,63.095238095238074,60.7142857142857,26.190476190476176,60.7142857142857,66.66666666666666,67.85714285714285,65.47619047619048,69.04761904761904,69.04761904761904,69.04761904761904,69.04761904761904,69.04761904761904,69.04761904761904,70.23809523809523,67.85714285714285,52.38095238095237,11.035801181786574
"High School Biology Stderr (Base: 0.022, +10.7%)",-1.4161009502263722,-0.7019858554646754,-1.4161009502264514,-0.7019858554646595,-0.7019858554646754,-1.5852228114219514e-14,-0.7019858554646754,-0.7019858554646754,-0.7019858554646754,-0.7019858554646754,0.0,-0.7019858554646754,-0.7019858554646754,-0.7019858554646754,-0.7019858554646754,-0.7019858554646754,-0.7019858554646754,0.0,-1.416100950226499,-4.755668434265855e-14,-1.4161009502264197,-0.7019858554646754,3.9706629903579795,0.6901103024071885,0.6901103024071409,2.691561510181011,-0.7019858554646913,3.3364931722925615,0.6901103024071885,4.594266716303676,13.268373385728108,0.6901103024072361,5.20749223770682,3.3364931722925455,8.678533400332364,2.691561510181011,14.195602128789675,11.315000095873078,11.31500009587303,7.56011738857203,11.815974478074724,12.792551748923733,3.3364931722924824,13.736023381438823,13.268373385728108,12.792551748923733,11.31500009587311,13.736023381438853,13.736023381438823,13.268373385728108,13.268373385728108,13.268373385728108,13.268373385728108,13.268373385728108,13.268373385728108,13.268373385728108,13.268373385728108,13.268373385728108,13.268373385728108,14.195602128789659,13.268373385728108,9.223792716550552,13.268373385728108,6.403523373413803,13.736023381438823,12.308454607735873,15.95509875328485,13.736023381438823,12.792551748923733,10.287103594878575,14.6472066918755,13.736023381438823,13.736023381438853,12.308454607735873,12.792551748923733,12.792551748923703,13.736023381438823,10.287103594878621,9.759938477060672,11.81597447807471,10.805416248332257,12.308454607735841,9.759938477060672,11.81597447807471,12.308454607735793,10.287103594878543,14.195602128789787,16.37571519270717,15.955098753284819,11.315000095873204,13.268373385728061,13.268373385728061,12.308454607735793,12.792551748923605,13.268373385728061,13.268373385728061,13.268373385728061,12.792551748923605,12.792551748923605,12.792551748923605,12.792551748923605,12.792551748923605,12.792551748923605,12.308454607735793,12.792551748923605,12.792551748923605,12.308454607735793,12.792551748923605,19.47579542228808,14.6472066918755,16.788797288539257,20.17984273860118,16.37571519270717,19.113358302015342,18.74389452068383,16.37571519270717,17.592674603309682,13.736023381438805,12.308454607735857,14.195602128789627,20.521574598728765,19.113358302015296,19.831269639239004,13.736023381438853,17.98362167320933,21.18474494423439,21.18474494423439,16.78879728853929,20.856523252153632,20.856523252153632,20.856523252153632,20.856523252153632,20.856523252153632,20.856523252153632,20.856523252153632,20.856523252153632,20.179842738601167,10.744202029095387
"Management Stderr (Base: 0.038, +10.7%)",2.1340910226335392,0.0,0.0,0.0,-2.247478009232154,0.0,2.1340910226335392,0.0,0.0,0.0,2.1340910226335392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.247478009232154,0.0,0.0,9.663776110663134,2.1340910226335392,17.1558372258011,2.1340910226335392,4.161764590536659,2.1340910226335392,-2.247478009232154,19.63998282428848,6.089122726056638,12.894189572429548,2.1340910226335392,7.921540127675112,-1.8453631431240554e-14,2.1340910226335392,24.72191289246461,15.809173668938428,24.721912892464573,6.089122726056638,-2.247478009232154,11.32006496020871,9.663776110663134,0.0,15.809173668938428,12.894189572429509,14.389542005645842,12.894189572429548,11.32006496020871,14.389542005645842,14.389542005645842,14.389542005645842,14.389542005645842,14.389542005645842,14.389542005645842,14.389542005645842,14.389542005645842,14.389542005645842,14.389542005645842,14.389542005645842,15.809173668938428,14.389542005645842,11.32006496020871,14.389542005645842,12.894189572429548,14.389542005645842,9.663776110663134,2.1340910226335392,14.389542005645842,14.389542005645842,9.663776110663134,15.809173668938428,14.389542005645842,9.663776110663134,14.389542005645842,14.389542005645842,-1.8453631431240554e-14,14.389542005645842,-3.690726286248111e-14,0.0,14.389542005645842,4.161764590536659,12.894189572429548,6.08912272605662,12.894189572429493,9.663776110663134,6.08912272605662,-2.247478009232135,19.63998282428848,17.1558372258011,6.089122726056601,9.663776110663134,2.1340910226335392,4.161764590536659,4.161764590536659,4.161764590536659,4.161764590536659,4.161764590536659,4.161764590536659,4.161764590536659,4.161764590536659,4.161764590536659,4.161764590536659,4.161764590536659,4.161764590536659,4.161764590536659,4.161764590536659,2.1340910226335392,4.161764590536659,4.161764590536659,6.089122726056601,18.432021813568923,24.721912892464573,12.894189572429548,25.55757994781875,21.85923519624753,20.781767225511317,17.1558372258011,21.85923519624751,12.894189572429509,23.827837473378022,27.725195205159416,24.721912892464573,20.78176722551141,24.72191289246461,27.05821834762666,27.725195205159416,27.725195205159416,21.85923519624749,27.725195205159416,27.725195205159416,27.725195205159416,27.725195205159416,27.725195205159416,27.725195205159416,27.725195205159416,25.55757994781875,23.827837473378004,10.650976074703658
"Anatomy Stderr (Base: 0.034, +10.4%)",1.5157847108249727,0.0,-1.5760561282330463,0.0,2.9739596385239127,0.0,0.0,0.0,0.0,0.0,-1.5760561282330463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.376939285195824,0.0,0.0,-2.0678073177523734e-14,-1.576056128233067,8.275742267768992,8.275742267769076,2.9739596385239335,-6.6969746178905085,4.376939285195824,7.025910201901454,7.025910201901454,12.815214963553343,2.9739596385239127,14.827934517061397,8.275742267769076,7.025910201901454,14.827934517061397,8.275742267769033,9.478100757432466,8.275742267769033,19.179009744318737,12.815214963553364,8.275742267769012,11.746466285394234,12.815214963553343,10.63453348751478,11.746466285394256,7.025910201901454,21.35597524338351,11.746466285394256,11.746466285394256,11.746466285394256,11.746466285394256,11.746466285394256,11.746466285394256,11.746466285394256,11.746466285394256,11.746466285394256,11.746466285394256,11.746466285394256,13.841995766061748,11.746466285394256,11.746466285394256,11.746466285394256,8.275742267769076,11.746466285394256,10.63453348751478,16.681384353055492,11.746466285394256,11.746466285394256,7.025910201901454,11.746466285394256,14.827934517061397,17.550762729051957,10.63453348751478,9.478100757432466,20.664825031987036,12.815214963553343,7.025910201901475,18.38304546912747,9.478100757432466,20.664825031987036,14.827934517061397,19.93937862709884,8.275742267769033,19.179009744318716,19.93937862709884,16.681384353055492,9.478100757432466,7.025910201901454,21.35597524338351,18.38304546912747,22.013412079462647,19.939378627098865,21.35597524338351,22.013412079462626,20.664825031987036,21.35597524338351,21.35597524338351,21.35597524338351,21.35597524338351,21.35597524338351,21.35597524338351,21.35597524338351,21.35597524338351,21.35597524338351,21.35597524338351,20.664825031987036,21.35597524338351,11.746466285394256,18.38304546912747,-1.5760561282330876,16.681384353055492,18.383045469127453,10.634533487514739,14.827934517061397,2.9739596385239335,9.478100757432466,9.478100757432466,4.376939285195762,9.478100757432466,9.478100757432466,7.025910201901454,11.746466285394256,4.376939285195845,7.025910201901454,9.478100757432466,9.478100757432466,7.025910201901454,8.275742267769076,8.275742267769076,8.275742267769076,8.275742267769076,8.275742267769076,8.275742267769076,9.478100757432466,8.275742267769076,2.973959638523892,10.399433842656439
"High School Geography Stderr (Base: 0.027, +10.4%)",1.106932225659572,0.0,2.184723865219023,0.0,0.0,0.0,1.106932225659572,0.0,0.0,0.0,2.184723865219036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.184723865218985,0.0,0.0,3.234287627612747,3.234287627612721,4.256476037669598,3.234287627612747,4.256476037669586,-7.313917422337024,-1.1370516363250487,6.221866925536586,0.0,3.234287627612721,-2.305274341139297,8.983029015975337,8.983029015975248,-1.1370516363250487,16.063085387465943,5.2520866911834965,16.748229074843525,11.534590791522577,15.358679302629843,12.34103580628849,6.221866925536574,4.256476037669573,8.086698735185063,7.166517983403538,8.086698735185063,16.748229074843525,11.534590791522577,8.086698735185063,8.086698735185063,8.086698735185063,8.086698735185063,8.086698735185063,8.086698735185063,8.086698735185063,8.086698735185063,8.086698735185063,8.086698735185063,8.086698735185063,8.086698735185063,8.086698735185063,6.221866925536574,8.086698735185063,12.341035806288527,8.086698735185063,9.856092624696798,13.890640536230473,8.086698735185063,8.98302901597535,9.85609262469681,10.70644002621464,8.98302901597535,10.706440026214626,8.086698735185063,6.221866925536574,3.2342876276127726,8.086698735185063,6.221866925536574,11.53459079152264,7.166517983403513,14.634655730623326,0.0,9.85609262469681,8.08669873518505,16.748229074843554,13.890640536230512,8.983029015975273,6.221866925536625,24.035278123226178,16.063085387465968,13.126239273963117,13.890640536230512,13.890640536230512,13.890640536230512,13.890640536230512,14.634655730623338,13.890640536230512,13.890640536230512,13.890640536230512,13.890640536230512,13.890640536230512,13.890640536230512,13.890640536230512,13.890640536230512,13.890640536230512,13.890640536230512,13.890640536230512,13.890640536230512,15.358679302629897,13.126239273963092,13.890640536230512,23.57513938691738,17.414447568469775,18.6913746610541,20.472339459870398,18.062061250634006,0.0,21.03121043800083,10.70644002621464,11.534590791522604,25.71966365677898,23.099042372915417,21.031210438000805,16.063085387465968,26.10249993873061,25.321671998073203,25.321671998073203,26.10249993873059,25.321671998073203,25.321671998073203,25.321671998073203,25.321671998073203,25.321671998073203,25.321671998073203,25.321671998073203,24.908380095389862,24.908380095389862,10.376785549779601
"College Medicine (Base: 0.220, +10.3%)",-7.894736842105258,-5.26315789473684,-7.894736842105258,-5.26315789473684,-5.26315789473684,-5.26315789473684,-5.26315789473684,-5.26315789473684,-5.26315789473684,-5.26315789473684,-7.894736842105258,-5.26315789473684,-5.26315789473684,-5.26315789473684,-5.26315789473684,-5.26315789473684,-5.26315789473684,-5.26315789473684,0.0,-5.26315789473684,-5.26315789473684,-7.894736842105258,0.0,-18.421052631578952,2.63157894736842,-5.26315789473684,0.0,-2.63157894736842,-5.26315789473684,-13.15789473684211,2.63157894736842,10.52631578947368,5.26315789473684,23.684210526315777,-2.63157894736842,39.47368421052632,-7.894736842105258,13.157894736842099,0.0,0.0,-2.63157894736842,-10.52631578947368,13.157894736842099,-2.63157894736842,-5.26315789473684,-5.26315789473684,36.842105263157904,10.52631578947368,-5.26315789473684,-5.26315789473684,-5.26315789473684,-5.26315789473684,-5.26315789473684,-5.26315789473684,-5.26315789473684,-5.26315789473684,-5.26315789473684,-5.26315789473684,-5.26315789473684,-7.894736842105258,-5.26315789473684,34.21052631578948,-5.26315789473684,5.26315789473684,-5.26315789473684,-2.63157894736842,-7.894736842105258,-2.63157894736842,-7.894736842105258,21.05263157894736,2.63157894736842,-7.894736842105258,-2.63157894736842,-5.26315789473684,-2.63157894736842,10.52631578947368,-5.26315789473684,10.52631578947368,5.26315789473684,5.26315789473684,13.157894736842099,2.63157894736842,7.894736842105258,15.789473684210517,10.52631578947368,13.157894736842099,2.63157894736842,7.894736842105258,50.0,21.05263157894736,7.894736842105258,13.157894736842099,7.894736842105258,13.157894736842099,15.789473684210517,13.157894736842099,15.789473684210517,13.157894736842099,13.157894736842099,13.157894736842099,13.157894736842099,13.157894736842099,13.157894736842099,21.05263157894736,13.157894736842099,13.157894736842099,13.157894736842099,15.789473684210517,-13.15789473684211,13.157894736842099,42.10526315789474,31.578947368421062,26.315789473684198,36.842105263157904,34.21052631578948,-5.26315789473684,36.842105263157904,39.47368421052632,5.26315789473684,42.10526315789474,52.63157894736842,42.10526315789474,36.842105263157904,26.315789473684198,42.10526315789474,50.0,42.10526315789474,47.36842105263158,52.63157894736842,52.63157894736842,52.63157894736842,52.63157894736842,52.63157894736842,52.63157894736842,55.263157894736835,52.63157894736842,52.63157894736842,10.334229734921243
"Logical Fallacies (Base: 0.227, +9.2%)",0.0,-2.7027027027026995,-2.7027027027026995,-2.7027027027026995,-2.7027027027026995,-2.7027027027026995,-5.405405405405399,-2.7027027027026995,-2.7027027027026995,-2.7027027027026995,-2.7027027027026995,-2.7027027027026995,-2.7027027027026995,-2.7027027027026995,-2.7027027027026995,-2.7027027027026995,-2.7027027027026995,-2.7027027027026995,5.4054054054054115,-2.7027027027026995,-2.7027027027026995,-2.7027027027026995,0.0,-13.513513513513509,-8.10810810810811,-2.7027027027026995,-2.7027027027026995,-2.7027027027026995,0.0,5.4054054054054115,24.32432432432432,8.10810810810811,8.10810810810811,0.0,8.10810810810811,-5.405405405405399,0.0,2.7027027027026995,-2.7027027027026995,24.32432432432432,18.91891891891892,10.81081081081081,5.4054054054054115,-5.405405405405399,8.10810810810811,8.10810810810811,16.21621621621621,18.91891891891892,8.10810810810811,8.10810810810811,8.10810810810811,8.10810810810811,8.10810810810811,8.10810810810811,8.10810810810811,8.10810810810811,8.10810810810811,8.10810810810811,8.10810810810811,5.4054054054054115,8.10810810810811,8.10810810810811,8.10810810810811,10.81081081081081,8.10810810810811,8.10810810810811,0.0,8.10810810810811,13.513513513513523,32.43243243243243,18.91891891891892,10.81081081081081,-2.7027027027026995,5.4054054054054115,8.10810810810811,21.62162162162163,10.81081081081081,-10.81081081081081,18.91891891891892,8.10810810810811,32.43243243243243,-2.7027027027026995,35.135135135135144,-21.62162162162162,29.729729729729744,40.54054054054054,35.135135135135144,-2.7027027027026995,10.81081081081081,13.513513513513523,10.81081081081081,32.43243243243243,32.43243243243243,29.729729729729744,37.83783783783785,32.43243243243243,35.135135135135144,32.43243243243243,32.43243243243243,32.43243243243243,32.43243243243243,32.43243243243243,32.43243243243243,32.43243243243243,32.43243243243243,32.43243243243243,35.135135135135144,32.43243243243243,29.729729729729744,32.43243243243243,0.0,24.32432432432432,16.21621621621621,-2.7027027027026995,0.0,-5.405405405405399,2.7027027027026995,0.0,-8.10810810810811,-2.7027027027026995,8.10810810810811,10.81081081081081,13.513513513513523,-8.10810810810811,2.7027027027026995,0.0,0.0,2.7027027027026995,2.7027027027026995,2.7027027027026995,2.7027027027026995,2.7027027027026995,2.7027027027026995,2.7027027027026995,5.4054054054054115,2.7027027027026995,13.513513513513523,9.173406983625965
